Dre Gene ID	Dre Protein ID	Dre Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSDARP00000106640	ENSDARG00000014180	ildr2	ENSPKIP00000028309	ENSPKIG00000009993	ildr2
ENSDARP00000142540	ENSDARG00000086996	si:ch73-234b20.5	ENSPKIP00000011033	ENSPKIG00000025511	si:ch73-234b20.5
ENSDARP00000084401	ENSDARG00000062314	rasl10a	ENSPKIP00000006634	ENSPKIG00000022838	rasl10a
ENSDARP00000146210	ENSDARG00000040890	fdps	ENSPKIP00000035798	ENSPKIG00000014612	fdps
ENSDARP00000132139	ENSDARG00000099380	rpl13	ENSPKIP00000014901	ENSPKIG00000001789	rpl13
ENSDARP00000116682	ENSDARG00000001767	slc29a2	ENSPKIP00000001436	ENSPKIG00000019738	slc29a2
ENSDARP00000128167	ENSDARG00000060569	tmem229b	ENSPKIP00000023749	ENSPKIG00000007264	tmem229b
ENSDARP00000115456	ENSDARG00000013542	lpgat1	ENSPKIP00000004107	ENSPKIG00000021349	lpgat1
ENSDARP00000114281	ENSDARG00000059919	rusf1	ENSPKIP00000041239	ENSPKIG00000017868	rusf1
ENSDARP00000118047	ENSDARG00000025549	ndufaf1	ENSPKIP00000016072	ENSPKIG00000002562	ndufaf1
ENSDARP00000115385	ENSDARG00000070452	saraf	ENSPKIP00000037427	ENSPKIG00000015619	saraf
ENSDARP00000121696	ENSDARG00000036070	polr1h	ENSPKIP00000030454	ENSPKIG00000011313	polr1h
ENSDARP00000114921	ENSDARG00000040948	olig1	ENSPKIP00000030715	ENSPKIG00000011478	olig1
ENSDARP00000104135	ENSDARG00000071011	cdk5r2a	ENSPKIP00000011954	ENSPKIG00000025603	cdk5r2a
ENSDARP00000099178	ENSDARG00000076391	npm2a	ENSPKIP00000023722	ENSPKIG00000007241	npm2a
ENSDARP00000018280	ENSDARG00000075713	shox2	ENSPKIP00000020093	ENSPKIG00000005003	shox2
ENSDARP00000101763	ENSDARG00000077387	drc5	ENSPKIP00000016096	ENSPKIG00000002579	drc5
ENSDARP00000137905	ENSDARG00000090834	epor	ENSPKIP00000026020	ENSPKIG00000008670	epor
ENSDARP00000121443	ENSDARG00000061735	hnrnpm	ENSPKIP00000014164	ENSPKIG00000001332	hnrnpm
ENSDARP00000008287	ENSDARG00000003865	pard6b	ENSPKIP00000008559	ENSPKIG00000024001	pard6b
ENSDARP00000008672	ENSDARG00000004574	gtf3c2	ENSPKIP00000037847	ENSPKIG00000015869	gtf3c2
ENSDARP00000119733	ENSDARG00000070454	pla2g12a	ENSPKIP00000033189	ENSPKIG00000012993	pla2g12a
ENSDARP00000070606	ENSDARG00000054007	ppp1r2	ENSPKIP00000015957	ENSPKIG00000002482	ppp1r2
ENSDARP00000132994	ENSDARG00000104370	esm1	ENSPKIP00000023103	ENSPKIG00000006852	esm1
ENSDARP00000132511	ENSDARG00000104576	si:ch211-152c8.5	ENSPKIP00000029105	ENSPKIG00000010480	
ENSDARP00000115377	ENSDARG00000094107	ttf1.6	ENSPKIP00000022987	ENSPKIG00000006790	ttf1.4
ENSDARP00000116412	ENSDARG00000089790	efna5a	ENSPKIP00000040834	ENSPKIG00000017639	efna5a
ENSDARP00000137045	ENSDARG00000098780	nsmce1	ENSPKIP00000014481	ENSPKIG00000001520	nsmce1
ENSDARP00000081146	ENSDARG00000061070	chst3a	ENSPKIP00000023514	ENSPKIG00000007113	chst3b
ENSDARP00000009248	ENSDARG00000003200	foxm1	ENSPKIP00000017875	ENSPKIG00000003625	foxm1
ENSDARP00000018303	ENSDARG00000019636	yif1a	ENSPKIP00000009650	ENSPKIG00000024673	yif1a
ENSDARP00000124268	ENSDARG00000012057	mtnr1al	ENSPKIP00000005980	ENSPKIG00000022446	mtnr1al
ENSDARP00000020242	ENSDARG00000010454	guca1aa	ENSPKIP00000012330	ENSPKIG00000000161	guca1aa
ENSDARP00000015118	ENSDARG00000002403	nusap1	ENSPKIP00000016043	ENSPKIG00000002537	nusap1
ENSDARP00000107978	ENSDARG00000058280	spag17	ENSPKIP00000010001	ENSPKIG00000024882	
ENSDARP00000023934	ENSDARG00000011921	txnl1	ENSPKIP00000002330	ENSPKIG00000020256	txnl1
ENSDARP00000090466	ENSDARG00000068833	dclre1b	ENSPKIP00000025378	ENSPKIG00000008279	dclre1b
ENSDARP00000148057	ENSDARG00000010565	aqp4	ENSPKIP00000017565	ENSPKIG00000003424	AQP4
ENSDARP00000016900	ENSDARG00000008811	cmtm3	ENSPKIP00000023680	ENSPKIG00000007213	cmtm3
ENSDARP00000067628	ENSDARG00000045999	saa	ENSPKIP00000011552	ENSPKIG00000018589	saa
ENSDARP00000101777	ENSDARG00000075694	adora1b	ENSPKIP00000013660	ENSPKIG00000001010	adora1b
ENSDARP00000120885	ENSDARG00000010347	acer1	ENSPKIP00000035661	ENSPKIG00000014515	ACER1
ENSDARP00000101197	ENSDARG00000079329	cop1	ENSPKIP00000007818	ENSPKIG00000023513	cop1
ENSDARP00000110578	ENSDARG00000008947	rtf1	ENSPKIP00000016124	ENSPKIG00000002581	rtf1
ENSDARP00000062382	ENSDARG00000042539	ywhaqa	ENSPKIP00000007883	ENSPKIG00000023611	ywhaqa
ENSDARP00000121521	ENSDARG00000035579	si:dkey-174n20.1	ENSPKIP00000027556	ENSPKIG00000009573	si:dkey-174n20.1
ENSDARP00000008500	ENSDARG00000003205	ngly1	ENSPKIP00000028343	ENSPKIG00000010026	ngly1
ENSDARP00000132243	ENSDARG00000098906	herc7	ENSPKIP00000023044	ENSPKIG00000006832	
ENSDARP00000052445	ENSDARG00000053773	vgll2b	ENSPKIP00000026631	ENSPKIG00000009025	vgll2b
ENSDARP00000120384	ENSDARG00000093423	swsap1	ENSPKIP00000026053	ENSPKIG00000008687	swsap1
ENSDARP00000003173	ENSDARG00000004280	seh1l	ENSPKIP00000012297	ENSPKIG00000000143	seh1l
ENSDARP00000091499	ENSDARG00000069294	insl5b	ENSPKIP00000000078	ENSPKIG00000018889	
ENSDARP00000111856	ENSDARG00000023815	uvrag	ENSPKIP00000034308	ENSPKIG00000013651	uvrag
ENSDARP00000090374	ENSDARG00000094277	mrpl44	ENSPKIP00000039510	ENSPKIG00000016845	mrpl44
ENSDARP00000073121	ENSDARG00000056204	zgc:113436	ENSPKIP00000002579	ENSPKIG00000020423	zgc:113436
ENSDARP00000125628	ENSDARG00000044949	rnf8	ENSPKIP00000016066	ENSPKIG00000002550	RNF8
ENSDARP00000115087	ENSDARG00000020292	tafa3b	ENSPKIP00000031851	ENSPKIG00000012169	TAFA3
ENSDARP00000113242	ENSDARG00000040291	cadm4	ENSPKIP00000009312	ENSPKIG00000024459	cadm4
ENSDARP00000126238	ENSDARG00000089858	cobll1a	ENSPKIP00000003148	ENSPKIG00000020747	
ENSDARP00000129001	ENSDARG00000076110	nwd1	ENSPKIP00000018022	ENSPKIG00000003695	NWD1
ENSDARP00000124565	ENSDARG00000040249	tlr18	ENSPKIP00000029313	ENSPKIG00000010606	tlr18
ENSDARP00000069247	ENSDARG00000052833	zfand3	ENSPKIP00000041904	ENSPKIG00000018269	ZFAND3
ENSDARP00000085784	ENSDARG00000062864	gk5	ENSPKIP00000031497	ENSPKIG00000011960	gk5
ENSDARP00000093111	ENSDARG00000006621	pspc1	ENSPKIP00000017813	ENSPKIG00000003578	pspc1
ENSDARP00000105921	ENSDARG00000089646	ctdspl3	ENSPKIP00000024162	ENSPKIG00000007510	ctdspl3
ENSDARP00000043880	ENSDARG00000030563	zgc:77880	ENSPKIP00000024129	ENSPKIG00000007490	zgc:77880
ENSDARP00000029067	ENSDARG00000003938	rpa1	ENSPKIP00000025037	ENSPKIG00000008053	rpa1
ENSDARP00000137094	ENSDARG00000103253	zgc:112023	ENSPKIP00000006123	ENSPKIG00000022535	PLCXD1
ENSDARP00000125931	ENSDARG00000091598	si:ch73-91k6.2	ENSPKIP00000038346	ENSPKIG00000016164	si:ch73-91k6.2
ENSDARP00000025205	ENSDARG00000016154	zfp36l1a	ENSPKIP00000027443	ENSPKIG00000009504	zfp36l1b
ENSDARP00000041503	ENSDARG00000030839	tescb	ENSPKIP00000032514	ENSPKIG00000012583	tesca
ENSDARP00000112620	ENSDARG00000061548	si:ch211-145o7.3	ENSPKIP00000009670	ENSPKIG00000024682	si:ch211-145o7.3
ENSDARP00000124069	ENSDARG00000092470	thbd	ENSPKIP00000016026	ENSPKIG00000002520	thbd
ENSDARP00000038262	ENSDARG00000024681	pane1	ENSPKIP00000015405	ENSPKIG00000002143	
ENSDARP00000060764	ENSDARG00000052958	nppb	ENSPKIP00000034962	ENSPKIG00000014100	
ENSDARP00000093421	ENSDARG00000070121	rhoh	ENSPKIP00000020069	ENSPKIG00000004992	rhoh
ENSDARP00000017491	ENSDARG00000008490	ltv1	ENSPKIP00000021744	ENSPKIG00000006014	ltv1
ENSDARP00000100182	ENSDARG00000079684	taf6l	ENSPKIP00000037921	ENSPKIG00000015908	taf6l
ENSDARP00000120461	ENSDARG00000070203	si:dkey-13e3.1	ENSPKIP00000015707	ENSPKIG00000002330	
ENSDARP00000134388	ENSDARG00000102512	kdm8	ENSPKIP00000014525	ENSPKIG00000001559	kdm8
ENSDARP00000134059	ENSDARG00000057334	cmasa	ENSPKIP00000025506	ENSPKIG00000008357	cmasa
ENSDARP00000091698	ENSDARG00000069382	mxtx1	ENSPKIP00000025321	ENSPKIG00000008236	mxtx2
ENSDARP00000132700	ENSDARG00000103614	pemt	ENSPKIP00000010363	ENSPKIG00000025104	PEMT
ENSDARP00000106086	ENSDARG00000087094	foxa	ENSPKIP00000000750	ENSPKIG00000019301	foxa
ENSDARP00000127641	ENSDARG00000087706	dicp3.3	ENSPKIP00000008021	ENSPKIG00000023690	dicp3.3
ENSDARP00000102435	ENSDARG00000073931		ENSPKIP00000040574	ENSPKIG00000017476	
ENSDARP00000108369	ENSDARG00000087756	si:ch211-173d10.4	ENSPKIP00000010854	ENSPKIG00000025405	
ENSDARP00000067536	ENSDARG00000038639	elovl6l	ENSPKIP00000032042	ENSPKIG00000012292	ELOVL6
ENSDARP00000074419	ENSDARG00000057331	kcnk7	ENSPKIP00000037981	ENSPKIG00000015950	kcnk7
ENSDARP00000103340	ENSDARG00000074968	polr2m	ENSPKIP00000006022	ENSPKIG00000022476	
ENSDARP00000066793	ENSDARG00000045422	otulina	ENSPKIP00000040637	ENSPKIG00000017520	otulina
ENSDARP00000140148	ENSDARG00000015653	tnip1	ENSPKIP00000038394	ENSPKIG00000016171	tnip1
ENSDARP00000099363	ENSDARG00000076914	lacc1	ENSPKIP00000033717	ENSPKIG00000013329	lacc1
ENSDARP00000035419	ENSDARG00000022410	rrp12	ENSPKIP00000039028	ENSPKIG00000016516	rrp12
ENSDARP00000127496	ENSDARG00000040479	cga	ENSPKIP00000038632	ENSPKIG00000016334	cga
ENSDARP00000128266	ENSDARG00000079783	isg20	ENSPKIP00000036713	ENSPKIG00000015180	isg20
ENSDARP00000105266	ENSDARG00000079932	zgc:152830	ENSPKIP00000013693	ENSPKIG00000001017	zgc:152830
ENSDARP00000108691	ENSDARG00000052960	nppa	ENSPKIP00000034995	ENSPKIG00000014121	
ENSDARP00000113517	ENSDARG00000076548	si:dkey-266m15.5	ENSPKIP00000010842	ENSPKIG00000025397	si:dkey-266m15.5
ENSDARP00000115302	ENSDARG00000053753	mffa	ENSPKIP00000039656	ENSPKIG00000016886	mffa
ENSDARP00000038596	ENSDARG00000022000	traf3	ENSPKIP00000017418	ENSPKIG00000003344	traf3
ENSDARP00000082342	ENSDARG00000061553	pgap4	ENSPKIP00000000326	ENSPKIG00000019039	pgap4
ENSDARP00000142971	ENSDARG00000105575	si:dkey-6n21.12	ENSPKIP00000012253	ENSPKIG00000000111	si:dkey-6n21.12
ENSDARP00000013430	ENSDARG00000015221	nsrp1	ENSPKIP00000012222	ENSPKIG00000000088	nsrp1
ENSDARP00000118728	ENSDARG00000058710	terf1	ENSPKIP00000022896	ENSPKIG00000006720	terf1
ENSDARP00000121086	ENSDARG00000062103	ankrd24	ENSPKIP00000040431	ENSPKIG00000017374	ankrd24
ENSDARP00000067910	ENSDARG00000051748	ccnd2a	ENSPKIP00000012096	ENSPKIG00000000012	ccnd2b
ENSDARP00000107719	ENSDARG00000090253	zgc:113223	ENSPKIP00000017848	ENSPKIG00000003607	zgc:113223
ENSDARP00000127514	ENSDARG00000091428	si:ch211-176g13.8	ENSPKIP00000008717	ENSPKIG00000024091	si:ch211-176g13.8
ENSDARP00000129461	ENSDARG00000077479	msh5	ENSPKIP00000033002	ENSPKIG00000012880	msh5
ENSDARP00000017102	ENSDARG00000013659	brox	ENSPKIP00000015651	ENSPKIG00000002272	brox
ENSDARP00000010978	ENSDARG00000009351	fgf6a	ENSPKIP00000012086	ENSPKIG00000000003	FGF6
ENSDARP00000143589	ENSDARG00000095034	zgc:162928	ENSPKIP00000023858	ENSPKIG00000007285	zgc:162928
ENSDARP00000079744	ENSDARG00000060501	dpcd	ENSPKIP00000014237	ENSPKIG00000001362	dpcd
ENSDARP00000120040	ENSDARG00000026086	cfap20dc	ENSPKIP00000008915	ENSPKIG00000024211	
ENSDARP00000013620	ENSDARG00000013784	zgc:77158	ENSPKIP00000040067	ENSPKIG00000017181	zgc:77158
ENSDARP00000126147	ENSDARG00000071159	sft2d2b	ENSPKIP00000005718	ENSPKIG00000022280	sft2d2a
ENSDARP00000131904	ENSDARG00000069996	dnajb14	ENSPKIP00000034250	ENSPKIG00000013657	dnajb14
ENSDARP00000069571	ENSDARG00000053106	cep44	ENSPKIP00000028485	ENSPKIG00000010095	cep44
ENSDARP00000136128	ENSDARG00000020328	plekha6	ENSPKIP00000025619	ENSPKIG00000008393	plekha6
ENSDARP00000070369	ENSDARG00000053805	trub1	ENSPKIP00000018201	ENSPKIG00000003852	trub1
ENSDARP00000142785	ENSDARG00000069459	si:dkey-6n21.13	ENSPKIP00000012262	ENSPKIG00000000117	
ENSDARP00000153012	ENSDARG00000078497	timeless	ENSPKIP00000019053	ENSPKIG00000004370	timeless
ENSDARP00000050473	ENSDARG00000021305	slc30a2	ENSPKIP00000037811	ENSPKIG00000015850	slc30a2
ENSDARP00000098968	ENSDARG00000078959	tpcn3	ENSPKIP00000000373	ENSPKIG00000019069	tpcn3
ENSDARP00000122036	ENSDARG00000087110	akna	ENSPKIP00000034579	ENSPKIG00000013846	akna
ENSDARP00000094508	ENSDARG00000070568	atad5a	ENSPKIP00000020118	ENSPKIG00000004953	atad5a
ENSDARP00000057879	ENSDARG00000039613	poll	ENSPKIP00000014142	ENSPKIG00000001318	poll
ENSDARP00000004827	ENSDARG00000012726	calhm5.2	ENSPKIP00000012000	ENSPKIG00000025628	calhm5.2
ENSDARP00000026849	ENSDARG00000014532	aida	ENSPKIP00000015508	ENSPKIG00000002195	aida
ENSDARP00000063788	ENSDARG00000043453	rps5	ENSPKIP00000030860	ENSPKIG00000011575	rps5
ENSDARP00000096969	ENSDARG00000015315	psmc5	ENSPKIP00000039146	ENSPKIG00000016599	psmc5
ENSDARP00000073546	ENSDARG00000056587	cyp2r1	ENSPKIP00000007924	ENSPKIG00000023638	cyp2r1
ENSDARP00000053813	ENSDARG00000005448	mtfmt	ENSPKIP00000039583	ENSPKIG00000016876	mtfmt
ENSDARP00000116974	ENSDARG00000039098	ca8	ENSPKIP00000027956	ENSPKIG00000009787	ca8
ENSDARP00000129351	ENSDARG00000097804	lypc	ENSPKIP00000032951	ENSPKIG00000012846	lypc
ENSDARP00000018938	ENSDARG00000020084	tg	ENSPKIP00000004927	ENSPKIG00000021671	tg
ENSDARP00000091761	ENSDARG00000056590	calca	ENSPKIP00000038111	ENSPKIG00000016029	calca
ENSDARP00000117453	ENSDARG00000010331	radx	ENSPKIP00000035468	ENSPKIG00000014388	radx
ENSDARP00000099781	ENSDARG00000079055	tarbp1	ENSPKIP00000039319	ENSPKIG00000016716	tarbp1
ENSDARP00000048865	ENSDARG00000029291	ipmkb	ENSPKIP00000010591	ENSPKIG00000025253	ipmkb
ENSDARP00000059755	ENSDARG00000040778	ralba	ENSPKIP00000020205	ENSPKIG00000005070	
ENSDARP00000103653	ENSDARG00000079175	si:ch211-79k12.1	ENSPKIP00000009337	ENSPKIG00000024480	si:ch211-79k12.1
ENSDARP00000021632	ENSDARG00000003902	ctsl.1	ENSPKIP00000026667	ENSPKIG00000009046	ctsl.1
ENSDARP00000124516	ENSDARG00000012953	mob1bb	ENSPKIP00000015888	ENSPKIG00000002431	mob1ba
ENSDARP00000133546	ENSDARG00000098526	gpr75	ENSPKIP00000038033	ENSPKIG00000015985	gpr75
ENSDARP00000107952	ENSDARG00000052471	taf1a	ENSPKIP00000015148	ENSPKIG00000001964	taf1a
ENSDARP00000092792	ENSDARG00000041980	calhm6	ENSPKIP00000011997	ENSPKIG00000025663	calhm6
ENSDARP00000123525	ENSDARG00000001825	cfap43	ENSPKIP00000015074	ENSPKIG00000001908	
ENSDARP00000073432	ENSDARG00000056475	trnau1apb	ENSPKIP00000024969	ENSPKIG00000007995	trnau1apb
ENSDARP00000124569	ENSDARG00000095807	msmbl	ENSPKIP00000024429	ENSPKIG00000007684	
ENSDARP00000061350	ENSDARG00000041869	tnfrsf19	ENSPKIP00000031404	ENSPKIG00000011900	tnfrsf19
ENSDARP00000024581	ENSDARG00000035719	arl5c	ENSPKIP00000004777	ENSPKIG00000021727	arl5c
ENSDARP00000143336	ENSDARG00000060238	uacab	ENSPKIP00000038610	ENSPKIG00000016315	uacab
ENSDARP00000110072	ENSDARG00000088167	sh2d7	ENSPKIP00000013321	ENSPKIG00000000795	
ENSDARP00000019206	ENSDARG00000032049	enah	ENSPKIP00000036340	ENSPKIG00000014946	enah
ENSDARP00000131983	ENSDARG00000099812	prrt4b	ENSPKIP00000007601	ENSPKIG00000023436	prrt4b
ENSDARP00000033537	ENSDARG00000038576	ube2d1b	ENSPKIP00000010617	ENSPKIG00000025266	ube2d1b
ENSDARP00000091498	ENSDARG00000069293	ahsg2	ENSPKIP00000011001	ENSPKIG00000025495	
ENSDARP00000141000	ENSDARG00000103619	si:ch73-238c9.1	ENSPKIP00000017780	ENSPKIG00000003561	si:ch73-238c9.1
ENSDARP00000060504	ENSDARG00000008184	mia3	ENSPKIP00000015304	ENSPKIG00000002065	mia3
ENSDARP00000037070	ENSDARG00000021974	sfr1	ENSPKIP00000015041	ENSPKIG00000001887	sfr1
ENSDARP00000118596	ENSDARG00000035435	m17	ENSPKIP00000007791	ENSPKIG00000023554	
ENSDARP00000099567	ENSDARG00000059760	wdtc1	ENSPKIP00000035587	ENSPKIG00000014467	wdtc1
ENSDARP00000063707	ENSDARG00000076539	sc:d156	ENSPKIP00000002381	ENSPKIG00000020287	
ENSDARP00000060005	ENSDARG00000040946	olig2	ENSPKIP00000030701	ENSPKIG00000011466	olig2
ENSDARP00000023640	ENSDARG00000005776	guk1b	ENSPKIP00000033616	ENSPKIG00000013068	guk1b
ENSDARP00000110688	ENSDARG00000025766	dtx3	ENSPKIP00000039282	ENSPKIG00000016692	dtx3
ENSDARP00000015776	ENSDARG00000019274	rasd1	ENSPKIP00000007875	ENSPKIG00000023609	
ENSDARP00000070833	ENSDARG00000054203	npffr1l1	ENSPKIP00000003556	ENSPKIG00000021008	npffr1l1
ENSDARP00000091231	ENSDARG00000069168	si:dkey-73n10.1	ENSPKIP00000024160	ENSPKIG00000007522	
ENSDARP00000100359	ENSDARG00000074004	stac	ENSPKIP00000012799	ENSPKIG00000000478	stac
ENSDARP00000110046	ENSDARG00000016513	setd3	ENSPKIP00000026021	ENSPKIG00000008654	setd3
ENSDARP00000064375	ENSDARG00000043848	sod1	ENSPKIP00000005866	ENSPKIG00000022372	sod1
ENSDARP00000116268	ENSDARG00000077544	toe1	ENSPKIP00000029650	ENSPKIG00000010811	toe1
ENSDARP00000116713	ENSDARG00000063224	nxph2a	ENSPKIP00000039617	ENSPKIG00000016906	nxph2a
ENSDARP00000135767	ENSDARG00000103379	pax6a	ENSPKIP00000001172	ENSPKIG00000019558	pax6a
ENSDARP00000101660	ENSDARG00000077138	zgc:195173	ENSPKIP00000038458	ENSPKIG00000016231	
ENSDARP00000107896	ENSDARG00000077093	scaf4a	ENSPKIP00000005925	ENSPKIG00000022408	scaf4a
ENSDARP00000090762	ENSDARG00000068983	btbd9	ENSPKIP00000007136	ENSPKIG00000023142	btbd9
ENSDARP00000082077	ENSDARG00000061450	tesk2	ENSPKIP00000029691	ENSPKIG00000010839	tesk2
ENSDARP00000123151	ENSDARG00000077187	impg1a	ENSPKIP00000040483	ENSPKIG00000017434	
ENSDARP00000054236	ENSDARG00000037284	ptges3a	ENSPKIP00000008592	ENSPKIG00000024021	ptges3b
ENSDARP00000054083	ENSDARG00000037191	ttr	ENSPKIP00000017776	ENSPKIG00000003564	ttr
ENSDARP00000121731	ENSDARG00000094514	si:dkey-7l6.3	ENSPKIP00000023555	ENSPKIG00000007141	
ENSDARP00000025441	ENSDARG00000009740	ppp1r7	ENSPKIP00000031355	ENSPKIG00000011862	ppp1r7
ENSDARP00000125326	ENSDARG00000079824	ninj2	ENSPKIP00000012383	ENSPKIG00000000198	ninj2
ENSDARP00000118984	ENSDARG00000077308	gpr84	ENSPKIP00000025494	ENSPKIG00000008354	
ENSDARP00000109267	ENSDARG00000090679	si:ch211-79k12.2	ENSPKIP00000009362	ENSPKIG00000024496	si:ch211-79k12.2
ENSDARP00000002061	ENSDARG00000018961	gtpbp4	ENSPKIP00000032075	ENSPKIG00000012301	gtpbp4
ENSDARP00000066197	ENSDARG00000045027	rab9a	ENSPKIP00000002238	ENSPKIG00000020212	RAB9A
ENSDARP00000121529	ENSDARG00000074079	klhdc3l	ENSPKIP00000001303	ENSPKIG00000019644	
ENSDARP00000036121	ENSDARG00000028367	sult2st3	ENSPKIP00000011128	ENSPKIG00000025559	sult2st3
ENSDARP00000115740	ENSDARG00000033987	rsrc1	ENSPKIP00000020034	ENSPKIG00000004966	RSRC1
ENSDARP00000024330	ENSDARG00000009040	si:ch73-141c7.1	ENSPKIP00000001183	ENSPKIG00000019576	si:ch73-141c7.1
ENSDARP00000068814	ENSDARG00000052465	dusp10	ENSPKIP00000015085	ENSPKIG00000001920	dusp10
ENSDARP00000079578	ENSDARG00000060435	bnipl	ENSPKIP00000030249	ENSPKIG00000011184	bnipl
ENSDARP00000114499	ENSDARG00000077240	cd247l	ENSPKIP00000028021	ENSPKIG00000009835	
ENSDARP00000126587	ENSDARG00000096631	med9	ENSPKIP00000007884	ENSPKIG00000023613	MED9
ENSDARP00000022487	ENSDARG00000005463	slc30a1a	ENSPKIP00000004193	ENSPKIG00000021406	slc30a1a
ENSDARP00000020452	ENSDARG00000005619	nek2	ENSPKIP00000004148	ENSPKIG00000021375	nek2
ENSDARP00000104753	ENSDARG00000014274	rfc2	ENSPKIP00000037198	ENSPKIG00000015469	rfc2
ENSDARP00000115167	ENSDARG00000087564	nek11	ENSPKIP00000005352	ENSPKIG00000022055	nek11
ENSDARP00000020968	ENSDARG00000043236	ccna1	ENSPKIP00000007460	ENSPKIG00000023339	ccna1
ENSDARP00000013210	ENSDARG00000018627	arl5a	ENSPKIP00000003039	ENSPKIG00000020706	arl5a
ENSDARP00000090756	ENSDARG00000068978	glo1	ENSPKIP00000007092	ENSPKIG00000023106	GLO1
ENSDARP00000116160	ENSDARG00000009134	hlx1	ENSPKIP00000003499	ENSPKIG00000020979	hlx1
ENSDARP00000025090	ENSDARG00000006196	sav1	ENSPKIP00000026173	ENSPKIG00000008761	sav1
ENSDARP00000110487	ENSDARG00000031316	six6b	ENSPKIP00000041660	ENSPKIG00000018123	six6a
ENSDARP00000091949	ENSDARG00000069481	ghrh	ENSPKIP00000037845	ENSPKIG00000015875	
ENSDARP00000140865	ENSDARG00000105212	cfhl1	ENSPKIP00000037698	ENSPKIG00000015778	
ENSDARP00000091392	ENSDARG00000019765	zgc:158803	ENSPKIP00000023752	ENSPKIG00000007263	
ENSDARP00000138843	ENSDARG00000100251	si:ch211-152c8.2	ENSPKIP00000028956	ENSPKIG00000010389	
ENSDARP00000048109	ENSDARG00000031983	six4b	ENSPKIP00000041706	ENSPKIG00000018158	six4a
ENSDARP00000126471	ENSDARG00000096445	plb1	ENSPKIP00000006256	ENSPKIG00000022591	plb1
ENSDARP00000117302	ENSDARG00000074204	commd6	ENSPKIP00000020956	ENSPKIG00000005549	commd6
ENSDARP00000052395	ENSDARG00000036092	sdhaf3	ENSPKIP00000028991	ENSPKIG00000010418	sdhaf3
ENSDARP00000121978	ENSDARG00000069543	galt	ENSPKIP00000006880	ENSPKIG00000022988	galt
ENSDARP00000055258	ENSDARG00000037913	nmrk1	ENSPKIP00000012408	ENSPKIG00000000213	nmrk1
ENSDARP00000141795	ENSDARG00000101787	zgc:162592	ENSPKIP00000027955	ENSPKIG00000009797	zgc:162592
ENSDARP00000034273	ENSDARG00000023724	cdc42se1	ENSPKIP00000012411	ENSPKIG00000000218	CDC42SE1
ENSDARP00000116381	ENSDARG00000018846	dgat2	ENSPKIP00000034150	ENSPKIG00000013591	dgat2
ENSDARP00000131268	ENSDARG00000101159	si:ch73-338a16.3	ENSPKIP00000008225	ENSPKIG00000023806	
ENSDARP00000124022	ENSDARG00000061383	serpinf2b	ENSPKIP00000025001	ENSPKIG00000008034	serpinf2b
ENSDARP00000030237	ENSDARG00000021569	gdap2	ENSPKIP00000010072	ENSPKIG00000024924	gdap2
ENSDARP00000017328	ENSDARG00000014499	nutf2l	ENSPKIP00000016607	ENSPKIG00000002859	nutf2l
ENSDARP00000059752	ENSDARG00000040777	inhbb	ENSPKIP00000001319	ENSPKIG00000019656	inhbb
ENSDARP00000100113	ENSDARG00000075765	si:ch1073-287p18.1	ENSPKIP00000025842	ENSPKIG00000008555	C8orf82
ENSDARP00000106202	ENSDARG00000087556	pacrg	ENSPKIP00000035571	ENSPKIG00000014473	pacrg
ENSDARP00000118541	ENSDARG00000053656	lypla2	ENSPKIP00000006921	ENSPKIG00000023009	lypla2
ENSDARP00000092348	ENSDARG00000089640	si:dkey-117n7.5	ENSPKIP00000020800	ENSPKIG00000005453	
ENSDARP00000153850	ENSDARG00000079102	si:dkey-38k9.5	ENSPKIP00000026326	ENSPKIG00000008856	si:dkey-38k9.5
ENSDARP00000149331	ENSDARG00000078535	lrrcc1	ENSPKIP00000037870	ENSPKIG00000015894	lrrcc1
ENSDARP00000138902	ENSDARG00000099774	cyb5b	ENSPKIP00000027920	ENSPKIG00000009771	cyb5b
ENSDARP00000107038	ENSDARG00000087241	ucn3l	ENSPKIP00000020784	ENSPKIG00000005440	ucn3l
ENSDARP00000074299	ENSDARG00000057241	tnfsf10	ENSPKIP00000011608	ENSPKIG00000018621	tnfsf10
ENSDARP00000051778	ENSDARG00000044373	atg4c	ENSPKIP00000033987	ENSPKIG00000013466	atg4c
ENSDARP00000023457	ENSDARG00000003576	klhl32	ENSPKIP00000011972	ENSPKIG00000025636	klhl32
ENSDARP00000105011	ENSDARG00000091835	si:ch73-264p11.1	ENSPKIP00000011714	ENSPKIG00000018697	
ENSDARP00000095947	ENSDARG00000010113	ndufb8	ENSPKIP00000023885	ENSPKIG00000007344	ndufb8
ENSDARP00000125623	ENSDARG00000087762	rab27b	ENSPKIP00000037386	ENSPKIG00000015589	rab27b
ENSDARP00000130203	ENSDARG00000105040	dipk1c	ENSPKIP00000028927	ENSPKIG00000010374	DIPK1C
ENSDARP00000033056	ENSDARG00000021579	orc5	ENSPKIP00000012196	ENSPKIG00000000068	orc5
ENSDARP00000146420	ENSDARG00000099631	cmtm6	ENSPKIP00000005545	ENSPKIG00000022181	
ENSDARP00000098757	ENSDARG00000075754	mri1	ENSPKIP00000017516	ENSPKIG00000003387	mri1
