Eel Gene ID	Eel Protein ID	Eel Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSEEEP00000005327	ENSEEEG00000002784	CYB561D2	ENSPKIP00000013941	ENSPKIG00000001184	cyb561d2
ENSEEEP00000014677	ENSEEEG00000007303	inpp5l	ENSPKIP00000023025	ENSPKIG00000006809	inpp5l
ENSEEEP00000017951	ENSEEEG00000008849	PURG	ENSPKIP00000011017	ENSPKIG00000025501	purg
ENSEEEP00000050734	ENSEEEG00000023837	DOK2	ENSPKIP00000010084	ENSPKIG00000024935	dok2
ENSEEEP00000036723	ENSEEEG00000017434	DPY30	ENSPKIP00000001058	ENSPKIG00000019486	dpy30
ENSEEEP00000036113	ENSEEEG00000017176	TM2D1	ENSPKIP00000016259	ENSPKIG00000002662	tm2d1
ENSEEEP00000014675	ENSEEEG00000007302	nkx6.3	ENSPKIP00000023108	ENSPKIG00000006868	nkx6.3
ENSEEEP00000036724	ENSEEEG00000017435	psen2	ENSPKIP00000008956	ENSPKIG00000024241	psen2
ENSEEEP00000026552	ENSEEEG00000012847	LACTB2	ENSPKIP00000010190	ENSPKIG00000025005	LACTB2
ENSEEEP00000036726	ENSEEEG00000017437	srd5a2a	ENSPKIP00000009045	ENSPKIG00000024297	srd5a2a
ENSEEEP00000026551	ENSEEEG00000012846	SLCO5A1	ENSPKIP00000023653	ENSPKIG00000007199	slco5a1a
ENSEEEP00000063482	ENSEEEG00000029045		ENSPKIP00000023130	ENSPKIG00000006878	
ENSEEEP00000006766	ENSEEEG00000003574	snx19b	ENSPKIP00000001756	ENSPKIG00000019923	snx19b
ENSEEEP00000053627	ENSEEEG00000012611	KLHDC8A	ENSPKIP00000010600	ENSPKIG00000025256	klhdc8a
ENSEEEP00000050739	ENSEEEG00000023839	LZTS1	ENSPKIP00000010054	ENSPKIG00000024916	lzts1
ENSEEEP00000057519	ENSEEEG00000016391	SDF2L1	ENSPKIP00000024501	ENSPKIG00000007729	
ENSEEEP00000014665	ENSEEEG00000007295	SORBS3	ENSPKIP00000023338	ENSPKIG00000006928	sorbs3
ENSEEEP00000042903	ENSEEEG00000020238		ENSPKIP00000003464	ENSPKIG00000020950	
ENSEEEP00000025300	ENSEEEG00000012247	P3H2	ENSPKIP00000023080	ENSPKIG00000006833	
ENSEEEP00000021168	ENSEEEG00000010246	VPS51	ENSPKIP00000006913	ENSPKIG00000023002	vps51
ENSEEEP00000020885	ENSEEEG00000010186	PSMD5	ENSPKIP00000018789	ENSPKIG00000004218	psmd5
ENSEEEP00000036157	ENSEEEG00000017193	tmem79b	ENSPKIP00000036581	ENSPKIG00000015101	tmem79a
ENSEEEP00000052203	ENSEEEG00000024475	ccdc130	ENSPKIP00000020074	ENSPKIG00000004976	yju2b
ENSEEEP00000036771	ENSEEEG00000017455	ESF1	ENSPKIP00000009293	ENSPKIG00000024448	esf1
ENSEEEP00000014661	ENSEEEG00000007290	pdlim2	ENSPKIP00000023450	ENSPKIG00000007068	pdlim2
ENSEEEP00000064430	ENSEEEG00000024238	IGFBP3	ENSPKIP00000025530	ENSPKIG00000008313	igfbp3
ENSEEEP00000034451	ENSEEEG00000016398	KLHL8	ENSPKIP00000024417	ENSPKIG00000007668	klhl8
ENSEEEP00000036780	ENSEEEG00000017461	NDUFAF5	ENSPKIP00000009364	ENSPKIG00000024484	ndufaf5
ENSEEEP00000059911	ENSEEEG00000008853	wrn	ENSPKIP00000011013	ENSPKIG00000025497	wrn
ENSEEEP00000036164	ENSEEEG00000017197	PHF20L1	ENSPKIP00000004409	ENSPKIG00000021529	phf20l1
ENSEEEP00000052198	ENSEEEG00000024473	PSPN	ENSPKIP00000020117	ENSPKIG00000005019	
ENSEEEP00000052195	ENSEEEG00000024472	WDR83	ENSPKIP00000020207	ENSPKIG00000005064	wdr83
ENSEEEP00000046811	ENSEEEG00000021976	PMPCA	ENSPKIP00000036040	ENSPKIG00000014739	pmpca
ENSEEEP00000042884	ENSEEEG00000020231	megf8	ENSPKIP00000003413	ENSPKIG00000020889	megf8
ENSEEEP00000036177	ENSEEEG00000017210	SLA	ENSPKIP00000002914	ENSPKIG00000020624	sla1a
ENSEEEP00000052194	ENSEEEG00000024471	SDE2	ENSPKIP00000005710	ENSPKIG00000022275	
ENSEEEP00000050743	ENSEEEG00000023842	TMEM233	ENSPKIP00000007873	ENSPKIG00000023607	TMEM233
ENSEEEP00000052192	ENSEEEG00000024469	MRPS28	ENSPKIP00000005754	ENSPKIG00000022304	mrps28
ENSEEEP00000036180	ENSEEEG00000017213		ENSPKIP00000004927	ENSPKIG00000021671	tg
ENSEEEP00000014646	ENSEEEG00000007281	RAB11FIP1	ENSPKIP00000023617	ENSPKIG00000007173	
ENSEEEP00000013731	ENSEEEG00000006842	rpl9	ENSPKIP00000019146	ENSPKIG00000004425	rpl9
ENSEEEP00000005278	ENSEEEG00000002755	BAP1	ENSPKIP00000034663	ENSPKIG00000013889	bap1
ENSEEEP00000002282	ENSEEEG00000001371	PDZK1	ENSPKIP00000028745	ENSPKIG00000010254	pdzk1
ENSEEEP00000050746	ENSEEEG00000023844	asgrl1	ENSPKIP00000010470	ENSPKIG00000025183	asgrl1
ENSEEEP00000025030	ENSEEEG00000012147	rpl36	ENSPKIP00000026725	ENSPKIG00000009092	rpl36
ENSEEEP00000050747	ENSEEEG00000023845	cox6a1	ENSPKIP00000010465	ENSPKIG00000025180	cox6a1
ENSEEEP00000006714	ENSEEEG00000003363	rps6kb1b	ENSPKIP00000002091	ENSPKIG00000020084	rps6kb1a
ENSEEEP00000003143	ENSEEEG00000001781	npm2a	ENSPKIP00000023722	ENSPKIG00000007241	npm2a
ENSEEEP00000021169	ENSEEEG00000010321	TM7SF2	ENSPKIP00000006942	ENSPKIG00000023028	tm7sf2
ENSEEEP00000050761	ENSEEEG00000023846	HPS4	ENSPKIP00000010447	ENSPKIG00000025166	hps4
ENSEEEP00000051460	ENSEEEG00000024160	LIX1	ENSPKIP00000038572	ENSPKIG00000016287	lix1
ENSEEEP00000003145	ENSEEEG00000001782	adrb3a	ENSPKIP00000023748	ENSPKIG00000007256	adrb3a
ENSEEEP00000002225	ENSEEEG00000001217	GPR89B	ENSPKIP00000028835	ENSPKIG00000010304	si:ch73-390b10.2
ENSEEEP00000059168	ENSEEEG00000012567	GTPBP4	ENSPKIP00000032075	ENSPKIG00000012301	gtpbp4
ENSEEEP00000040851	ENSEEEG00000019352	LRCH4	ENSPKIP00000029938	ENSPKIG00000010946	lrch4
ENSEEEP00000021172	ENSEEEG00000010322	ZNHIT2	ENSPKIP00000006960	ENSPKIG00000023039	znhit2
ENSEEEP00000000256	ENSEEEG00000000172	PPIL3	ENSPKIP00000000314	ENSPKIG00000019031	PPIL3
ENSEEEP00000060035	ENSEEEG00000027441	trim35-28	ENSPKIP00000003291	ENSPKIG00000020854	trim35-28
ENSEEEP00000021173	ENSEEEG00000010323	MRPL49	ENSPKIP00000007004	ENSPKIG00000023054	MRPL49
ENSEEEP00000036959	ENSEEEG00000017487	kif16ba	ENSPKIP00000018861	ENSPKIG00000004258	KIF16B
ENSEEEP00000056411	ENSEEEG00000028455		ENSPKIP00000007042	ENSPKIG00000023090	
ENSEEEP00000003158	ENSEEEG00000001786	NAA35	ENSPKIP00000005612	ENSPKIG00000022177	naa35
ENSEEEP00000000303	ENSEEEG00000000226	ZBTB26	ENSPKIP00000035573	ENSPKIG00000014483	zbtb26
ENSEEEP00000055630	ENSEEEG00000012149	LONP1	ENSPKIP00000012033	ENSPKIG00000025624	LONP1
ENSEEEP00000050763	ENSEEEG00000023848	si:ch211-170d8.2	ENSPKIP00000010462	ENSPKIG00000025178	si:ch211-170d8.2
ENSEEEP00000021174	ENSEEEG00000010324	UQCC3	ENSPKIP00000007065	ENSPKIG00000023101	uqcc3
ENSEEEP00000034541	ENSEEEG00000016408	SDAD1	ENSPKIP00000024260	ENSPKIG00000007518	sdad1
ENSEEEP00000058913	ENSEEEG00000023849	HNF1A	ENSPKIP00000007798	ENSPKIG00000023549	hnf1a
ENSEEEP00000021179	ENSEEEG00000010327	CNIH2	ENSPKIP00000002351	ENSPKIG00000020266	cnih2
ENSEEEP00000060231	ENSEEEG00000026001	st6gal2a	ENSPKIP00000031150	ENSPKIG00000011732	ST6GAL2
ENSEEEP00000035234	ENSEEEG00000016762	id2a	ENSPKIP00000002741	ENSPKIG00000020522	id2a
ENSEEEP00000013643	ENSEEEG00000006584	RFC1	ENSPKIP00000019044	ENSPKIG00000004363	rfc1
ENSEEEP00000050765	ENSEEEG00000023850	zgc:162025	ENSPKIP00000007750	ENSPKIG00000023529	zgc:162025
ENSEEEP00000021181	ENSEEEG00000010328	WDR74	ENSPKIP00000007119	ENSPKIG00000023145	wdr74
ENSEEEP00000010910	ENSEEEG00000005524		ENSPKIP00000018937	ENSPKIG00000004297	
ENSEEEP00000040833	ENSEEEG00000019343	rwdd	ENSPKIP00000023711	ENSPKIG00000007232	rwdd
ENSEEEP00000050766	ENSEEEG00000023851	unc119.1	ENSPKIP00000007730	ENSPKIG00000023517	unc119b
ENSEEEP00000050768	ENSEEEG00000023852	MLEC	ENSPKIP00000007711	ENSPKIG00000023496	mlec
ENSEEEP00000040831	ENSEEEG00000019342	RELL1	ENSPKIP00000031308	ENSPKIG00000011835	rell1
ENSEEEP00000033451	ENSEEEG00000015903	SH3YL1	ENSPKIP00000021415	ENSPKIG00000005826	sh3yl1
ENSEEEP00000050774	ENSEEEG00000023853	cabp1a	ENSPKIP00000007680	ENSPKIG00000023481	cabp1b
ENSEEEP00000053827	ENSEEEG00000026382	zgc:194930	ENSPKIP00000031375	ENSPKIG00000011888	zgc:194930
ENSEEEP00000001773	ENSEEEG00000000651	UXS1	ENSPKIP00000029005	ENSPKIG00000010421	uxs1
ENSEEEP00000035994	ENSEEEG00000017125	ATPAF1	ENSPKIP00000016943	ENSPKIG00000003063	atpaf1
ENSEEEP00000033454	ENSEEEG00000015904	alkal2b	ENSPKIP00000021515	ENSPKIG00000005879	alkal2b
ENSEEEP00000035993	ENSEEEG00000017124	RAB3B	ENSPKIP00000017002	ENSPKIG00000003091	rab3b
ENSEEEP00000033455	ENSEEEG00000015905	c13h1orf115	ENSPKIP00000022671	ENSPKIG00000006583	
ENSEEEP00000050776	ENSEEEG00000023855	ASPHD2	ENSPKIP00000007642	ENSPKIG00000023461	asphd2
ENSEEEP00000049174	ENSEEEG00000023107	GFOD1	ENSPKIP00000027922	ENSPKIG00000009779	gfod1
ENSEEEP00000034592	ENSEEEG00000016451	TMX1	ENSPKIP00000019789	ENSPKIG00000004832	tmx1
ENSEEEP00000034594	ENSEEEG00000016453	IRGC	ENSPKIP00000003020	ENSPKIG00000020699	
ENSEEEP00000034595	ENSEEEG00000016454		ENSPKIP00000003043	ENSPKIG00000020715	
ENSEEEP00000021234	ENSEEEG00000010334	CXADR	ENSPKIP00000002803	ENSPKIG00000020497	cxadr
ENSEEEP00000055193	ENSEEEG00000025819	col15a1b	ENSPKIP00000027993	ENSPKIG00000009806	col15a1b
ENSEEEP00000001432	ENSEEEG00000000940	lrrc75ba	ENSPKIP00000007547	ENSPKIG00000023396	lrrc75ba
ENSEEEP00000034598	ENSEEEG00000016456	FRMD6	ENSPKIP00000019722	ENSPKIG00000004763	frmd6
ENSEEEP00000001431	ENSEEEG00000000939	gpx8	ENSPKIP00000005936	ENSPKIG00000022420	gpx8
ENSEEEP00000034634	ENSEEEG00000016469	PTPN13	ENSPKIP00000023770	ENSPKIG00000007155	ptpn13
ENSEEEP00000063876	ENSEEEG00000025028	WIPF1	ENSPKIP00000019136	ENSPKIG00000004428	
ENSEEEP00000025357	ENSEEEG00000012308	nfil3-4	ENSPKIP00000041605	ENSPKIG00000018095	nfil3-4
ENSEEEP00000062147	ENSEEEG00000026410	EYA4	ENSPKIP00000028286	ENSPKIG00000009991	
ENSEEEP00000010893	ENSEEEG00000005513	PPP1R26	ENSPKIP00000019157	ENSPKIG00000004442	
ENSEEEP00000025364	ENSEEEG00000012311	org	ENSPKIP00000041531	ENSPKIG00000018053	org
ENSEEEP00000001428	ENSEEEG00000000935	ANAPC5	ENSPKIP00000007512	ENSPKIG00000023361	anapc5
ENSEEEP00000038670	ENSEEEG00000018355		ENSPKIP00000018751	ENSPKIG00000004199	
ENSEEEP00000010891	ENSEEEG00000005511	MRPS2	ENSPKIP00000019215	ENSPKIG00000004472	mrps2
ENSEEEP00000025373	ENSEEEG00000012313	oaz1a	ENSPKIP00000041482	ENSPKIG00000018015	oaz1a
ENSEEEP00000025383	ENSEEEG00000012317	amh	ENSPKIP00000041442	ENSPKIG00000017996	amh
ENSEEEP00000009675	ENSEEEG00000004932	SCRN3	ENSPKIP00000007302	ENSPKIG00000023253	
ENSEEEP00000025388	ENSEEEG00000012320	DOT1L	ENSPKIP00000041353	ENSPKIG00000017910	dot1l
ENSEEEP00000033462	ENSEEEG00000015908	LDAH	ENSPKIP00000007430	ENSPKIG00000023322	LDAH
ENSEEEP00000055487	ENSEEEG00000025844	CIR1	ENSPKIP00000019177	ENSPKIG00000004454	cirsr
ENSEEEP00000033467	ENSEEEG00000015910	GDF7	ENSPKIP00000007382	ENSPKIG00000023294	gdf7
ENSEEEP00000053983	ENSEEEG00000020187	VIRMA	ENSPKIP00000036544	ENSPKIG00000015043	virma
ENSEEEP00000058057	ENSEEEG00000017975	NUDT13	ENSPKIP00000016148	ENSPKIG00000002600	nudt13
ENSEEEP00000050966	ENSEEEG00000023938	CSF3R	ENSPKIP00000019856	ENSPKIG00000004855	csf3r
ENSEEEP00000009656	ENSEEEG00000004921	cdca7a	ENSPKIP00000007540	ENSPKIG00000023393	cdca7a
ENSEEEP00000011998	ENSEEEG00000006052	zgc:101100	ENSPKIP00000034573	ENSPKIG00000013844	dmbx2
ENSEEEP00000042782	ENSEEEG00000020186	rnf41l	ENSPKIP00000036448	ENSPKIG00000015013	rnf41l
ENSEEEP00000050964	ENSEEEG00000023936	MRPS15	ENSPKIP00000019997	ENSPKIG00000004939	mrps15
ENSEEEP00000042780	ENSEEEG00000020185	rad54b	ENSPKIP00000036385	ENSPKIG00000014974	rad54b
ENSEEEP00000011083	ENSEEEG00000005616	DHRS9	ENSPKIP00000012639	ENSPKIG00000000369	dhrs9
ENSEEEP00000062598	ENSEEEG00000006048	REXO1	ENSPKIP00000034626	ENSPKIG00000013884	rexo1
ENSEEEP00000005250	ENSEEEG00000002744	il17rc	ENSPKIP00000032175	ENSPKIG00000012369	
ENSEEEP00000025063	ENSEEEG00000012159	FTSJ3	ENSPKIP00000032945	ENSPKIG00000012838	FTSJ3
ENSEEEP00000058196	ENSEEEG00000025866	CNFN	ENSPKIP00000020019	ENSPKIG00000004957	
ENSEEEP00000042777	ENSEEEG00000020184	GEM	ENSPKIP00000036353	ENSPKIG00000014954	gem
ENSEEEP00000034292	ENSEEEG00000015948	TPP1	ENSPKIP00000007422	ENSPKIG00000023305	tpp1
ENSEEEP00000050956	ENSEEEG00000023929	OSCP1	ENSPKIP00000020104	ENSPKIG00000004997	OSCP1
ENSEEEP00000042772	ENSEEEG00000020180	CDH17	ENSPKIP00000036304	ENSPKIG00000014915	cdh17
ENSEEEP00000059962	ENSEEEG00000006759	naca	ENSPKIP00000039126	ENSPKIG00000016613	naca
ENSEEEP00000010056	ENSEEEG00000005102	trim35-13	ENSPKIP00000016047	ENSPKIG00000002538	
ENSEEEP00000053730	ENSEEEG00000026867	AGPAT2	ENSPKIP00000019345	ENSPKIG00000004555	agpat2
ENSEEEP00000060686	ENSEEEG00000025675	chmp6b	ENSPKIP00000030862	ENSPKIG00000011562	CHMP6
ENSEEEP00000058505	ENSEEEG00000005506	EGFL7	ENSPKIP00000019439	ENSPKIG00000004588	egfl7
ENSEEEP00000037829	ENSEEEG00000028245	DNAJC9	ENSPKIP00000016251	ENSPKIG00000002650	dnajc9
ENSEEEP00000013592	ENSEEEG00000006780	TFIP11	ENSPKIP00000009747	ENSPKIG00000024728	tfip11
ENSEEEP00000037832	ENSEEEG00000017978	ZNF250	ENSPKIP00000016273	ENSPKIG00000002670	
ENSEEEP00000046639	ENSEEEG00000021961	zgc:110626	ENSPKIP00000029885	ENSPKIG00000010950	
ENSEEEP00000059042	ENSEEEG00000023925	STK40	ENSPKIP00000020213	ENSPKIG00000005059	stk40
ENSEEEP00000063020	ENSEEEG00000024811	ccser2b	ENSPKIP00000013019	ENSPKIG00000000607	ccser2a
ENSEEEP00000046637	ENSEEEG00000021957	POLR2G	ENSPKIP00000013477	ENSPKIG00000000902	polr2g
ENSEEEP00000013599	ENSEEEG00000006796	prim1	ENSPKIP00000008688	ENSPKIG00000024076	prim1
ENSEEEP00000063613	ENSEEEG00000025041	eva1ba	ENSPKIP00000020244	ENSPKIG00000005092	EVA1B
ENSEEEP00000055096	ENSEEEG00000027450		ENSPKIP00000013632	ENSPKIG00000000986	brca2
ENSEEEP00000042762	ENSEEEG00000020176	INO80C	ENSPKIP00000006215	ENSPKIG00000022582	ino80c
ENSEEEP00000018059	ENSEEEG00000008856	NRG1	ENSPKIP00000010976	ENSPKIG00000025481	nrg1
ENSEEEP00000013347	ENSEEEG00000006689	sh3d21	ENSPKIP00000020273	ENSPKIG00000005110	sh3d21
ENSEEEP00000060274	ENSEEEG00000027838	rnd1a	ENSPKIP00000008727	ENSPKIG00000024099	rnd1b
ENSEEEP00000013603	ENSEEEG00000006798	bhlhe23	ENSPKIP00000020070	ENSPKIG00000004993	bhlhe23
ENSEEEP00000053736	ENSEEEG00000006800	slc17a9b	ENSPKIP00000020032	ENSPKIG00000004961	slc17a9b
ENSEEEP00000025065	ENSEEEG00000012160	lim2.2	ENSPKIP00000033125	ENSPKIG00000012942	lim2.2
ENSEEEP00000036063	ENSEEEG00000017153	slc2a11l	ENSPKIP00000006137	ENSPKIG00000022531	slc2a11l
ENSEEEP00000036067	ENSEEEG00000017155	SKA1	ENSPKIP00000006739	ENSPKIG00000022897	ska1
ENSEEEP00000058291	ENSEEEG00000028321	si:zfos-943e10.1	ENSPKIP00000033222	ENSPKIG00000013010	si:zfos-943e10.1
ENSEEEP00000008906	ENSEEEG00000004554	HELLS	ENSPKIP00000029824	ENSPKIG00000010890	hells
ENSEEEP00000035978	ENSEEEG00000016978	Nrd1	ENSPKIP00000022164	ENSPKIG00000006230	NRDC
ENSEEEP00000011245	ENSEEEG00000005696	fgf1b	ENSPKIP00000008838	ENSPKIG00000024173	fgf1a
ENSEEEP00000019944	ENSEEEG00000009755	FAM3C	ENSPKIP00000039462	ENSPKIG00000016789	
ENSEEEP00000063008	ENSEEEG00000028936	ecrg4a	ENSPKIP00000031214	ENSPKIG00000011787	ecrg4a
ENSEEEP00000000729	ENSEEEG00000000503		ENSPKIP00000029145	ENSPKIG00000010509	otos2
ENSEEEP00000011238	ENSEEEG00000005695	SPRY4	ENSPKIP00000009150	ENSPKIG00000024363	spry4
ENSEEEP00000025076	ENSEEEG00000012162	GIPC3	ENSPKIP00000033500	ENSPKIG00000013175	gipc3
ENSEEEP00000013614	ENSEEEG00000006806	trim101	ENSPKIP00000019884	ENSPKIG00000004867	trim101
ENSEEEP00000001951	ENSEEEG00000001219	st6galnac	ENSPKIP00000030601	ENSPKIG00000011386	
ENSEEEP00000062393	ENSEEEG00000008967	BRMS1	ENSPKIP00000009945	ENSPKIG00000024847	brms1
ENSEEEP00000000692	ENSEEEG00000000471	FHL2	ENSPKIP00000031279	ENSPKIG00000011824	fhl2a
ENSEEEP00000020477	ENSEEEG00000010001	ndfip1l	ENSPKIP00000009136	ENSPKIG00000024354	ndfip1l
ENSEEEP00000025087	ENSEEEG00000012163	TBXA2R	ENSPKIP00000014165	ENSPKIG00000001335	TBXA2R
ENSEEEP00000030143	ENSEEEG00000014201	EEF2K	ENSPKIP00000024876	ENSPKIG00000007928	eef2k
ENSEEEP00000000637	ENSEEEG00000000453	C2orf49	ENSPKIP00000029165	ENSPKIG00000010523	si:dkeyp-118h3.6
ENSEEEP00000000631	ENSEEEG00000000448	GPR45	ENSPKIP00000031384	ENSPKIG00000011893	gpr45
ENSEEEP00000005082	ENSEEEG00000002652	tmem182a	ENSPKIP00000029308	ENSPKIG00000010605	tmem182a
ENSEEEP00000005085	ENSEEEG00000002653	MFSD9	ENSPKIP00000029347	ENSPKIG00000010634	slc67a2
ENSEEEP00000034767	ENSEEEG00000016532	ESM1	ENSPKIP00000023103	ENSPKIG00000006852	esm1
ENSEEEP00000053817	ENSEEEG00000027068	ppp1r14bb	ENSPKIP00000009962	ENSPKIG00000024859	PPP1R14B
ENSEEEP00000045581	ENSEEEG00000021505	tafa5a	ENSPKIP00000035846	ENSPKIG00000014641	tafa5a
ENSEEEP00000062353	ENSEEEG00000009993	endou2	ENSPKIP00000008954	ENSPKIG00000024238	endou2
ENSEEEP00000019977	ENSEEEG00000009760	CEP83	ENSPKIP00000037385	ENSPKIG00000015577	cep83
ENSEEEP00000036193	ENSEEEG00000017189	DRG1	ENSPKIP00000006213	ENSPKIG00000022572	drg1
ENSEEEP00000007348	ENSEEEG00000003860	tmx2b	ENSPKIP00000037407	ENSPKIG00000015597	tmx2b
ENSEEEP00000045575	ENSEEEG00000021500	ALG12	ENSPKIP00000036076	ENSPKIG00000014771	alg12
ENSEEEP00000001946	ENSEEEG00000001208	CEP131	ENSPKIP00000030509	ENSPKIG00000011200	cep131
ENSEEEP00000036198	ENSEEEG00000017219	STARD7	ENSPKIP00000006298	ENSPKIG00000022629	stard7
ENSEEEP00000045565	ENSEEEG00000021499	CRELD2	ENSPKIP00000036200	ENSPKIG00000014813	creld2
ENSEEEP00000013642	ENSEEEG00000006815	commd7	ENSPKIP00000019288	ENSPKIG00000004519	commd7
ENSEEEP00000020458	ENSEEEG00000009986	RNF14	ENSPKIP00000009108	ENSPKIG00000024337	zmp:0000000524
ENSEEEP00000019981	ENSEEEG00000009769	LRRC17	ENSPKIP00000026054	ENSPKIG00000008689	lrrc17
ENSEEEP00000021875	ENSEEEG00000010627	IL17RD	ENSPKIP00000029863	ENSPKIG00000010943	il17rd
ENSEEEP00000060043	ENSEEEG00000027522	fgl2a	ENSPKIP00000002938	ENSPKIG00000020649	fgl2a
ENSEEEP00000045561	ENSEEEG00000021496	il17rel	ENSPKIP00000036313	ENSPKIG00000014924	
ENSEEEP00000019992	ENSEEEG00000009773	SHTN1	ENSPKIP00000002915	ENSPKIG00000020623	ccdc146
ENSEEEP00000036234	ENSEEEG00000017230	PCYOX1	ENSPKIP00000006468	ENSPKIG00000022738	pcyox1
ENSEEEP00000006317	ENSEEEG00000003361	TUBD1	ENSPKIP00000032561	ENSPKIG00000012615	tubd1
ENSEEEP00000021880	ENSEEEG00000010630	HESX1	ENSPKIP00000029896	ENSPKIG00000010964	HESX1
ENSEEEP00000062497	ENSEEEG00000028531	fam136a	ENSPKIP00000006447	ENSPKIG00000022708	fam136a
ENSEEEP00000019994	ENSEEEG00000009774	gsap	ENSPKIP00000002961	ENSPKIG00000020662	gsap
ENSEEEP00000036275	ENSEEEG00000017236	gmcl1	ENSPKIP00000006389	ENSPKIG00000022681	gmcl1
ENSEEEP00000007382	ENSEEEG00000003871	UNC93B1	ENSPKIP00000025382	ENSPKIG00000008283	unc93b1
ENSEEEP00000051552	ENSEEEG00000024197	PHACTR1	ENSPKIP00000018163	ENSPKIG00000003807	phactr1
ENSEEEP00000006312	ENSEEEG00000003353	VMP1	ENSPKIP00000001921	ENSPKIG00000020009	VMP1
ENSEEEP00000051558	ENSEEEG00000024831		ENSPKIP00000024988	ENSPKIG00000008026	
ENSEEEP00000038461	ENSEEEG00000017641	ATP13A2	ENSPKIP00000026813	ENSPKIG00000009104	nup133
ENSEEEP00000059117	ENSEEEG00000026248	TIMM10	ENSPKIP00000025344	ENSPKIG00000008256	timm10
ENSEEEP00000013398	ENSEEEG00000006711	cited4b	ENSPKIP00000004114	ENSPKIG00000021357	cited4b
ENSEEEP00000020087	ENSEEEG00000009816	KDSR	ENSPKIP00000016795	ENSPKIG00000002968	kdsr
ENSEEEP00000042752	ENSEEEG00000020173	TMEM245	ENSPKIP00000005947	ENSPKIG00000022402	tmem245
ENSEEEP00000008952	ENSEEEG00000004618	MACROH2A2	ENSPKIP00000029494	ENSPKIG00000010711	macroh2a2
ENSEEEP00000042749	ENSEEEG00000020171	FRRS1L	ENSPKIP00000035714	ENSPKIG00000014554	frrs1l
ENSEEEP00000020091	ENSEEEG00000009818	bcl2b	ENSPKIP00000040559	ENSPKIG00000017475	bcl2a
ENSEEEP00000063635	ENSEEEG00000029090	NINJ1	ENSPKIP00000011392	ENSPKIG00000018488	ninj1
ENSEEEP00000000365	ENSEEEG00000000271	card19	ENSPKIP00000032476	ENSPKIG00000012559	
ENSEEEP00000059298	ENSEEEG00000010666	rps23	ENSPKIP00000010778	ENSPKIG00000025362	rps23
ENSEEEP00000025523	ENSEEEG00000012388	FKBP8	ENSPKIP00000041049	ENSPKIG00000017759	fkbp8
ENSEEEP00000051506	ENSEEEG00000024180	MEP1B	ENSPKIP00000018016	ENSPKIG00000003729	mep1bb
ENSEEEP00000036303	ENSEEEG00000017259	GGCX	ENSPKIP00000006702	ENSPKIG00000022863	ggcx
ENSEEEP00000005496	ENSEEEG00000002877	TMEM59L	ENSPKIP00000026794	ENSPKIG00000009120	
ENSEEEP00000021959	ENSEEEG00000010671	atp6ap1la	ENSPKIP00000010773	ENSPKIG00000025358	atp6ap1lb
ENSEEEP00000040141	ENSEEEG00000019037	ALG2	ENSPKIP00000035753	ENSPKIG00000014585	alg2
ENSEEEP00000021961	ENSEEEG00000010672	PDE12	ENSPKIP00000010763	ENSPKIG00000025354	pde12
ENSEEEP00000022068	ENSEEEG00000010673	arf4a	ENSPKIP00000010755	ENSPKIG00000025349	zgc:110286
ENSEEEP00000040139	ENSEEEG00000019034	SEC61B	ENSPKIP00000035812	ENSPKIG00000014602	sec61b
ENSEEEP00000010594	ENSEEEG00000005274	PRKCSH	ENSPKIP00000038344	ENSPKIG00000016142	prkcsh
ENSEEEP00000008962	ENSEEEG00000004623	pitx3	ENSPKIP00000028458	ENSPKIG00000010100	pitx3
ENSEEEP00000008681	ENSEEEG00000004506	LMAN1	ENSPKIP00000022844	ENSPKIG00000006686	lman1
ENSEEEP00000005603	ENSEEEG00000002949	FUT10	ENSPKIP00000010959	ENSPKIG00000025470	pofut3
ENSEEEP00000038358	ENSEEEG00000018221	CCNB2	ENSPKIP00000006687	ENSPKIG00000022862	ccnb2
ENSEEEP00000040127	ENSEEEG00000019027	STX17	ENSPKIP00000035908	ENSPKIG00000014680	
ENSEEEP00000057849	ENSEEEG00000006728	TAF12	ENSPKIP00000003857	ENSPKIG00000021181	taf12
ENSEEEP00000013447	ENSEEEG00000006729	rab42b	ENSPKIP00000003888	ENSPKIG00000021209	rab39al
ENSEEEP00000013449	ENSEEEG00000006731	si:dkey-34d22.1	ENSPKIP00000003799	ENSPKIG00000021140	
ENSEEEP00000040117	ENSEEEG00000019008	ERP44	ENSPKIP00000035963	ENSPKIG00000014706	erp44
ENSEEEP00000051491	ENSEEEG00000024177		ENSPKIP00000017940	ENSPKIG00000003672	RNF138
ENSEEEP00000055869	ENSEEEG00000004628	PNLIPRP2	ENSPKIP00000028372	ENSPKIG00000010033	PNLIPRP2
ENSEEEP00000005470	ENSEEEG00000002872	REX1BD	ENSPKIP00000040770	ENSPKIG00000017606	rex1bd
ENSEEEP00000005469	ENSEEEG00000002870	CPAMD8	ENSPKIP00000040592	ENSPKIG00000017483	
ENSEEEP00000064421	ENSEEEG00000028190	asf1ba	ENSPKIP00000032976	ENSPKIG00000012864	asf1bb
ENSEEEP00000051488	ENSEEEG00000024174	ripk1l	ENSPKIP00000018924	ENSPKIG00000004307	ripk1l
