Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Pka Gene ID	Pka Protein ID	Pka Gene Name
ENSP00000233710	ENSG00000115361	ACADL	ENSPKIP00000038952	ENSPKIG00000016509	acadl
ENSP00000245787	ENSG00000125629	INSIG2	ENSPKIP00000013596	ENSPKIG00000000966	INSIG2
ENSP00000554785	ENSG00000005436	GCFC2	ENSPKIP00000039710	ENSPKIG00000016963	gcfc2
ENSP00000540943	ENSG00000198929	NOS1AP	ENSPKIP00000037040	ENSPKIG00000015372	nos1apa
ENSP00000544954	ENSG00000162971	TYW5	ENSPKIP00000031577	ENSPKIG00000012003	tyw5
ENSP00000358778	ENSG00000121931	LRIF1	ENSPKIP00000023273	ENSPKIG00000006964	
ENSP00000564973	ENSG00000126088	UROD	ENSPKIP00000029477	ENSPKIG00000010701	urod
ENSP00000699198	ENSG00000175707	KDF1	ENSPKIP00000034808	ENSPKIG00000013997	kdf1b
ENSP00000384006	ENSG00000138380	CARF	ENSPKIP00000017933	ENSPKIG00000003659	carf
ENSP00000254227	ENSG00000131910	NR0B2	ENSPKIP00000001989	ENSPKIG00000020062	nr0b2a
ENSP00000354488	ENSG00000159173	TNNI1	ENSPKIP00000014441	ENSPKIG00000001505	tnni1b
ENSP00000789721	ENSG00000144118	RALB	ENSPKIP00000020205	ENSPKIG00000005070	
ENSP00000799032	ENSG00000184731	FAM110C	ENSPKIP00000022338	ENSPKIG00000006382	fam110c
ENSP00000342876	ENSG00000030419	IKZF2	ENSPKIP00000041162	ENSPKIG00000017825	ikzf2
ENSP00000362942	ENSG00000204138	PHACTR4	ENSPKIP00000003190	ENSPKIG00000020770	phactr4b
ENSP00000305204	ENSG00000169607	CKAP2L	ENSPKIP00000002161	ENSPKIG00000020166	ckap2l
ENSP00000544549	ENSG00000172005	MAL	ENSPKIP00000005423	ENSPKIG00000022101	malb
ENSP00000529499	ENSG00000136718	IMP4	ENSPKIP00000018622	ENSPKIG00000004119	imp4
ENSP00000360021	ENSG00000172380	GNG12	ENSPKIP00000020413	ENSPKIG00000005204	gng12a
ENSP00000272732	ENSG00000144306	SCRN3	ENSPKIP00000007302	ENSPKIG00000023253	
ENSP00000386884	ENSG00000121966	CXCR4	ENSPKIP00000011937	ENSPKIG00000025601	CXCR4
ENSP00000378195	ENSG00000119737	GPR75	ENSPKIP00000038033	ENSPKIG00000015985	gpr75
ENSP00000545201	ENSG00000126107	HECTD3	ENSPKIP00000029394	ENSPKIG00000010636	hectd3
ENSP00000302548	ENSG00000170166	HOXD4	ENSPKIP00000006899	ENSPKIG00000022999	hoxd4a
ENSP00000701171	ENSG00000117222	RBBP5	ENSPKIP00000037233	ENSPKIG00000015479	rbbp5
ENSP00000392678	ENSG00000174574	AKIRIN1	ENSPKIP00000013076	ENSPKIG00000000640	akirin1
ENSP00000584146	ENSG00000183155	RABIF	ENSPKIP00000040459	ENSPKIG00000017415	rabif
ENSP00000319341	ENSG00000181817	LSM10	ENSPKIP00000018014	ENSPKIG00000003728	lsm10
ENSP00000362424	ENSG00000204104	TRAF3IP1	ENSPKIP00000028519	ENSPKIG00000010143	
ENSP00000366430	ENSG00000162441	LZIC	ENSPKIP00000034447	ENSPKIG00000013762	lzic
ENSP00000401834	ENSG00000119013	NDUFB3	ENSPKIP00000028942	ENSPKIG00000010383	ndufb3
ENSP00000679224	ENSG00000116815	CD58	ENSPKIP00000030857	ENSPKIG00000011571	
ENSP00000364261	ENSG00000169914	OTUD3	ENSPKIP00000027590	ENSPKIG00000009590	otud3
ENSP00000235090	ENSG00000116455	WDR77	ENSPKIP00000018271	ENSPKIG00000003899	WDR77
ENSP00000552701	ENSG00000277893	SRD5A2	ENSPKIP00000009045	ENSPKIG00000024297	srd5a2a
ENSP00000492098	ENSG00000115525	ST3GAL5	ENSPKIP00000020726	ENSPKIG00000005401	st3gal5
ENSP00000500814	ENSG00000158887	MPZ	ENSPKIP00000038132	ENSPKIG00000016043	mpz
ENSP00000404131	ENSG00000163235	TGFA	ENSPKIP00000001323	ENSPKIG00000019657	tgfa
ENSP00000351273	ENSG00000064012	CASP8	ENSPKIP00000040055	ENSPKIG00000017175	CASP8
ENSP00000580688	ENSG00000162706	CADM3	ENSPKIP00000037862	ENSPKIG00000015887	cadm3
ENSP00000477563	ENSG00000153029	MR1	ENSPKIP00000000654	ENSPKIG00000019237	
ENSP00000322730	ENSG00000135916	ITM2C	ENSPKIP00000027138	ENSPKIG00000009323	itm2cb
ENSP00000544510	ENSG00000118263	KLF7	ENSPKIP00000036051	ENSPKIG00000014765	klf7b
ENSP00000238044	ENSG00000119147	ECRG4	ENSPKIP00000029081	ENSPKIG00000010463	ecrg4a
ENSP00000567178	ENSG00000118960	HS1BP3	ENSPKIP00000007360	ENSPKIG00000023287	hs1bp3
ENSP00000370171	ENSG00000115138	POMC	ENSPKIP00000018612	ENSPKIG00000004128	pomca
ENSP00000641524	ENSG00000115641	FHL2	ENSPKIP00000031279	ENSPKIG00000011824	fhl2a
ENSP00000355556	ENSG00000168243	GNG4	ENSPKIP00000026601	ENSPKIG00000009012	GNG4
ENSP00000476499	ENSG00000273274	ZBTB8B	ENSPKIP00000009185	ENSPKIG00000024392	zbtb8b
ENSP00000365679	ENSG00000011021	CLCN6	ENSPKIP00000035121	ENSPKIG00000014156	clcn6
ENSP00000502380	ENSG00000134259	NGF	ENSPKIP00000031397	ENSPKIG00000011902	ngfa
ENSP00000356701	ENSG00000135845	PIGC	ENSPKIP00000026461	ENSPKIG00000008938	pigc
ENSP00000565210	ENSG00000143363	PRUNE1	ENSPKIP00000012375	ENSPKIG00000000191	prune
ENSP00000770725	ENSG00000158062	UBXN11	ENSPKIP00000005723	ENSPKIG00000022285	ubxn11
ENSP00000264151	ENSG00000128694	OSGEPL1	ENSPKIP00000036397	ENSPKIG00000014986	osgepl1
ENSP00000460964	ENSG00000123472	ATPAF1	ENSPKIP00000016943	ENSPKIG00000003063	atpaf1
ENSP00000263857	ENSG00000068654	POLR1A	ENSPKIP00000020917	ENSPKIG00000005468	polr1a
ENSP00000540658	ENSG00000160741	CRTC2	ENSPKIP00000032228	ENSPKIG00000012400	CRTC2
ENSP00000387156	ENSG00000115661	STK16	ENSPKIP00000015256	ENSPKIG00000002035	stk16
ENSP00000381577	ENSG00000115464	USP34	ENSPKIP00000021459	ENSPKIG00000005774	usp34
ENSP00000526250	ENSG00000116670	MAD2L2	ENSPKIP00000034924	ENSPKIG00000014062	mad2l2
ENSP00000496757	ENSG00000171863	RPS7	ENSPKIP00000017025	ENSPKIG00000003098	rps7
ENSP00000305133	ENSG00000171150	SOCS5	ENSPKIP00000004888	ENSPKIG00000021801	socs5b
ENSP00000408683	ENSG00000138398	PPIG	ENSPKIP00000000877	ENSPKIG00000019384	ppig
ENSP00000406286	ENSG00000160685	ZBTB7B	ENSPKIP00000030332	ENSPKIG00000011228	zbtb7b
ENSP00000403888	ENSG00000162946	DISC1	ENSPKIP00000007745	ENSPKIG00000023521	
ENSP00000263991	ENSG00000115504	EHBP1	ENSPKIP00000018575	ENSPKIG00000004032	ehbp1
ENSP00000624499	ENSG00000144381	HSPD1	ENSPKIP00000013174	ENSPKIG00000000702	hspd1
ENSP00000513813	ENSG00000136631	VPS45	ENSPKIP00000031716	ENSPKIG00000012065	vps45
ENSP00000498687	ENSG00000286095	SPEGNB	ENSPKIP00000033854	ENSPKIG00000013404	SPEGNB
ENSP00000255030	ENSG00000132693	CRP	ENSPKIP00000024729	ENSPKIG00000007863	crp1
ENSP00000385158	ENSG00000170264	FAM161A	ENSPKIP00000021139	ENSPKIG00000005663	fam161a
ENSP00000322175	ENSG00000162433	AK4	ENSPKIP00000034827	ENSPKIG00000014010	AK3
ENSP00000575081	ENSG00000066248	NGEF	ENSPKIP00000027050	ENSPKIG00000009273	ngef
ENSP00000553919	ENSG00000115718	PROC	ENSPKIP00000031896	ENSPKIG00000012214	
ENSP00000555131	ENSG00000007923	DNAJC11	ENSPKIP00000026882	ENSPKIG00000009161	dnajc11a
ENSP00000343742	ENSG00000162819	BROX	ENSPKIP00000015651	ENSPKIG00000002272	brox
ENSP00000410992	ENSG00000115275	MOGS	ENSPKIP00000030642	ENSPKIG00000011420	mogs
ENSP00000355141	ENSG00000162430	SELENON	ENSPKIP00000013004	ENSPKIG00000000584	selenon
ENSP00000523645	ENSG00000176720	BOK	ENSPKIP00000016484	ENSPKIG00000002794	boka
ENSP00000360270	ENSG00000162600	OMA1	ENSPKIP00000021554	ENSPKIG00000005899	oma1
ENSP00000513494	ENSG00000214694	ARHGEF33	ENSPKIP00000006089	ENSPKIG00000022496	
ENSP00000722352	ENSG00000068912	ERLEC1	ENSPKIP00000037945	ENSPKIG00000015930	erlec1
ENSP00000264703	ENSG00000115226	FNDC4	ENSPKIP00000019534	ENSPKIG00000004661	fndc4a
ENSP00000573333	ENSG00000080293	SCTR	ENSPKIP00000037038	ENSPKIG00000015373	sctr
ENSP00000331867	ENSG00000173662	TAS1R1	ENSPKIP00000030285	ENSPKIG00000011191	tas1r1
ENSP00000522902	ENSG00000125703	ATG4C	ENSPKIP00000033987	ENSPKIG00000013466	atg4c
ENSP00000560750	ENSG00000035115	SH3YL1	ENSPKIP00000021415	ENSPKIG00000005826	sh3yl1
ENSP00000537324	ENSG00000084652	TXLNA	ENSPKIP00000009739	ENSPKIG00000024727	txlna
ENSP00000393596	ENSG00000115760	BIRC6	ENSPKIP00000027237	ENSPKIG00000009293	birc6
ENSP00000581836	ENSG00000078618	NRDC	ENSPKIP00000022164	ENSPKIG00000006230	NRDC
ENSP00000512655	ENSG00000163599	CTLA4	ENSPKIP00000016938	ENSPKIG00000003058	cd28
ENSP00000341159	ENSG00000188452	CERKL	ENSPKIP00000004322	ENSPKIG00000021481	cerkl
ENSP00000260956	ENSG00000138385	SSB	ENSPKIP00000000801	ENSPKIG00000019325	ssb
ENSP00000576527	ENSG00000075884	ARHGAP15	ENSPKIP00000031562	ENSPKIG00000012000	arhgap15
ENSP00000544416	ENSG00000019169	MARCO	ENSPKIP00000037267	ENSPKIG00000015522	MARCO
ENSP00000529713	ENSG00000121644	DESI2	ENSPKIP00000005342	ENSPKIG00000022033	desi2
ENSP00000560108	ENSG00000123684	LPGAT1	ENSPKIP00000004107	ENSPKIG00000021349	lpgat1
ENSP00000498608	ENSG00000138395	CDK15	ENSPKIP00000017628	ENSPKIG00000003440	cdk15
ENSP00000380494	ENSG00000116990	MYCL	ENSPKIP00000009446	ENSPKIG00000024559	myclb
ENSP00000638304	ENSG00000115966	ATF2	ENSPKIP00000007126	ENSPKIG00000023136	atf2
ENSP00000474667	ENSG00000134222	PSRC1	ENSPKIP00000019222	ENSPKIG00000004464	
ENSP00000264198	ENSG00000090432	MUL1	ENSPKIP00000035774	ENSPKIG00000014601	mul2
ENSP00000777510	ENSG00000143013	LMO4	ENSPKIP00000017580	ENSPKIG00000003425	lmo4b
ENSP00000611981	ENSG00000116750	UCHL5	ENSPKIP00000041893	ENSPKIG00000018255	uchl5
ENSP00000009105	ENSG00000008118	CAMK1G	ENSPKIP00000037005	ENSPKIG00000015360	camk1gb
ENSP00000244230	ENSG00000124383	MPHOSPH10	ENSPKIP00000039055	ENSPKIG00000016578	mphosph10
ENSP00000403039	ENSG00000127483	HP1BP3	ENSPKIP00000029632	ENSPKIG00000010808	hp1bp3
ENSP00000295148	ENSG00000163026	WDCP	ENSPKIP00000018483	ENSPKIG00000004029	wdcp
ENSP00000485216	ENSG00000175701	MTLN	ENSPKIP00000005329	ENSPKIG00000022046	MTLN
ENSP00000386893	ENSG00000240344	PPIL3	ENSPKIP00000000314	ENSPKIG00000019031	PPIL3
ENSP00000287482	ENSG00000156876	SASS6	ENSPKIP00000014396	ENSPKIG00000001454	sass6
ENSP00000744947	ENSG00000143368	SF3B4	ENSPKIP00000002984	ENSPKIG00000020669	sf3b4
ENSP00000323424	ENSG00000143319	ISG20L2	ENSPKIP00000029202	ENSPKIG00000010547	ISG20L2
ENSP00000627832	ENSG00000162998	FRZB	ENSPKIP00000005108	ENSPKIG00000021917	frzb
ENSP00000507939	ENSG00000138095	LRPPRC	ENSPKIP00000005746	ENSPKIG00000022232	lrpprc
ENSP00000362435	ENSG00000243749	TMEM35B	ENSPKIP00000010673	ENSPKIG00000025297	
ENSP00000507340	ENSG00000284308	C2orf81	ENSPKIP00000018411	ENSPKIG00000003992	
ENSP00000598885	ENSG00000144224	UBXN4	ENSPKIP00000030256	ENSPKIG00000011187	UBXN4
ENSP00000264059	ENSG00000115468	EFHD1	ENSPKIP00000033072	ENSPKIG00000012914	efhd2
ENSP00000497576	ENSG00000198715	GLMP	ENSPKIP00000036555	ENSPKIG00000015068	glmp
ENSP00000657725	ENSG00000198130	HIBCH	ENSPKIP00000027528	ENSPKIG00000009544	hibch
ENSP00000735747	ENSG00000119782	FKBP1B	ENSPKIP00000018509	ENSPKIG00000004050	fkbp1b
ENSP00000586272	ENSG00000160691	SHC1	ENSPKIP00000025036	ENSPKIG00000008043	shc1
ENSP00000631601	ENSG00000115233	PSMD14	ENSPKIP00000033211	ENSPKIG00000012919	psmd14
ENSP00000799266	ENSG00000132313	MRPL35	ENSPKIP00000011469	ENSPKIG00000018550	mrpl35
ENSP00000548808	ENSG00000158828	PINK1	ENSPKIP00000025676	ENSPKIG00000008461	pink1
ENSP00000351671	ENSG00000115009	CCL20	ENSPKIP00000037504	ENSPKIG00000015662	
ENSP00000321330	ENSG00000151692	RNF144A	ENSPKIP00000016719	ENSPKIG00000002921	rnf144ab
ENSP00000597824	ENSG00000143294	PRCC	ENSPKIP00000003974	ENSPKIG00000021265	prcc
ENSP00000356652	ENSG00000116161	CACYBP	ENSPKIP00000008447	ENSPKIG00000023931	cacybp
ENSP00000289753	ENSG00000158748	HTR6	ENSPKIP00000027466	ENSPKIG00000009517	
ENSP00000428746	ENSG00000176092	CRYBG2	ENSPKIP00000005684	ENSPKIG00000022263	
ENSP00000600413	ENSG00000122481	RWDD3	ENSPKIP00000036395	ENSPKIG00000014985	RWDD3
ENSP00000386911	ENSG00000163219	ARHGAP25	ENSPKIP00000015200	ENSPKIG00000001995	arhgap25
ENSP00000568638	ENSG00000115816	CEBPZ	ENSPKIP00000007208	ENSPKIG00000023192	cebpz
ENSP00000386766	ENSG00000196950	SLC39A10	ENSPKIP00000031886	ENSPKIG00000012206	
ENSP00000356737	ENSG00000120370	GORAB	ENSPKIP00000039882	ENSPKIG00000017073	gorab
ENSP00000556181	ENSG00000239305	RNF103	ENSPKIP00000021524	ENSPKIG00000005883	rnf103
ENSP00000272217	ENSG00000143862	ARL8A	ENSPKIP00000020627	ENSPKIG00000005327	arl8a
ENSP00000407034	ENSG00000117450	PRDX1	ENSPKIP00000020218	ENSPKIG00000005079	prdx1
ENSP00000238823	ENSG00000119812	FAM98A	ENSPKIP00000026656	ENSPKIG00000009038	fam98a
ENSP00000603650	ENSG00000143771	CNIH4	ENSPKIP00000012076	ENSPKIG00000025684	cnih4
ENSP00000576144	ENSG00000084733	RAB10	ENSPKIP00000035196	ENSPKIG00000014241	RAB10
ENSP00000625206	ENSG00000143486	EIF2D	ENSPKIP00000031730	ENSPKIG00000012100	eif2d
ENSP00000387159	ENSG00000163273	NPPC	ENSPKIP00000016123	ENSPKIG00000002587	nppc
ENSP00000490802	ENSG00000235118	FAM237A	ENSPKIP00000039969	ENSPKIG00000017119	FAM237A
ENSP00000649759	ENSG00000162980	ARL5A	ENSPKIP00000003039	ENSPKIG00000020706	arl5a
ENSP00000343890	ENSG00000224051	CPTP	ENSPKIP00000025194	ENSPKIG00000008154	cptp
ENSP00000501117	ENSG00000078018	MAP2	ENSPKIP00000039378	ENSPKIG00000016754	MAP2
ENSP00000294360	ENSG00000162384	CZIB	ENSPKIP00000020013	ENSPKIG00000004933	czib
ENSP00000616306	ENSG00000135776	ABCB10	ENSPKIP00000021289	ENSPKIG00000005742	abcb10
ENSP00000508649	ENSG00000169507	SLC38A11	ENSPKIP00000013309	ENSPKIG00000000788	slc38a11
ENSP00000677337	ENSG00000198860	TSEN15	ENSPKIP00000023842	ENSPKIG00000007319	tsen15
ENSP00000598606	ENSG00000116874	WARS2	ENSPKIP00000009974	ENSPKIG00000024865	wars2
ENSP00000363617	ENSG00000173166	RAPH1	ENSPKIP00000025307	ENSPKIG00000008230	raph1a
ENSP00000639455	ENSG00000157181	ODR4	ENSPKIP00000039239	ENSPKIG00000016551	odr4
ENSP00000592661	ENSG00000169679	BUB1	ENSPKIP00000026704	ENSPKIG00000009072	bub1
ENSP00000258436	ENSG00000135953	SLC67A2	ENSPKIP00000029347	ENSPKIG00000010634	slc67a2
ENSP00000286186	ENSG00000003400	CASP10	ENSPKIP00000028645	ENSPKIG00000010185	casp10
ENSP00000520902	ENSG00000128699	ORMDL1	ENSPKIP00000036367	ENSPKIG00000014960	ormdl1
ENSP00000552873	ENSG00000119203	CPSF3	ENSPKIP00000007976	ENSPKIG00000023646	cpsf3
ENSP00000251296	ENSG00000117154	IGSF21	ENSPKIP00000030688	ENSPKIG00000011451	igsf21a
ENSP00000618612	ENSG00000203666	DRC8	ENSPKIP00000023222	ENSPKIG00000006927	DRC8
ENSP00000613557	ENSG00000153832	FBXO36	ENSPKIP00000036571	ENSPKIG00000015080	
ENSP00000593019	ENSG00000163029	SMC6	ENSPKIP00000022739	ENSPKIG00000006625	si:dkey-119f1.1
ENSP00000358421	ENSG00000203857	HSD3B1	ENSPKIP00000014924	ENSPKIG00000001764	hsd3b2
ENSP00000502548	ENSG00000116198	CEP104	ENSPKIP00000031813	ENSPKIG00000012150	cep104
ENSP00000587663	ENSG00000196290	NIF3L1	ENSPKIP00000015571	ENSPKIG00000002240	nif3l1
ENSP00000593364	ENSG00000116288	PARK7	ENSPKIP00000034630	ENSPKIG00000013874	park7
ENSP00000579749	ENSG00000121964	QTMAN	ENSPKIP00000031486	ENSPKIG00000011945	gtdc1
ENSP00000349805	ENSG00000197852	INKA2	ENSPKIP00000002197	ENSPKIG00000020185	inka2
ENSP00000357304	ENSG00000132680	KHDC4	ENSPKIP00000030403	ENSPKIG00000011269	khdc4
ENSP00000656382	ENSG00000162910	MRPL55	ENSPKIP00000022947	ENSPKIG00000006753	zgc:171480
ENSP00000318977	ENSG00000178295	GEN1	ENSPKIP00000022856	ENSPKIG00000006705	
ENSP00000589500	ENSG00000055044	NOP58	ENSPKIP00000017819	ENSPKIG00000003585	nop58
ENSP00000558110	ENSG00000197273	GUCA2A	ENSPKIP00000030167	ENSPKIG00000011120	
ENSP00000258281	ENSG00000135801	TAF5L	ENSPKIP00000026938	ENSPKIG00000009210	taf5l
ENSP00000006526	ENSG00000005448	WDR54	ENSPKIP00000018371	ENSPKIG00000003958	wdr54
ENSP00000573131	ENSG00000143167	GPA33	ENSPKIP00000028251	ENSPKIG00000009968	
ENSP00000355902	ENSG00000092978	GPATCH2	ENSPKIP00000018834	ENSPKIG00000004245	gpatch2
ENSP00000356529	ENSG00000143333	RGS16	ENSPKIP00000041991	ENSPKIG00000018406	rgs5b
ENSP00000601183	ENSG00000116830	TTF2	ENSPKIP00000031066	ENSPKIG00000011691	
ENSP00000498042	ENSG00000118655	DCLRE1B	ENSPKIP00000025378	ENSPKIG00000008279	dclre1b
ENSP00000509836	ENSG00000060642	PIGV	ENSPKIP00000002377	ENSPKIG00000020294	pigv
ENSP00000484182	ENSG00000143570	SLC39A1	ENSPKIP00000032178	ENSPKIG00000012366	SLC39A1
ENSP00000601480	ENSG00000174842	GLMN	ENSPKIP00000018674	ENSPKIG00000004156	glmnb
ENSP00000288710	ENSG00000157856	DRC1	ENSPKIP00000031753	ENSPKIG00000012114	drc1
ENSP00000579857	ENSG00000115020	PIKFYVE	ENSPKIP00000013681	ENSPKIG00000000993	pikfyve
ENSP00000383840	ENSG00000132763	MMACHC	ENSPKIP00000028193	ENSPKIG00000009932	mmachc
ENSP00000295228	ENSG00000163083	INHBB	ENSPKIP00000001319	ENSPKIG00000019656	inhbb
ENSP00000356853	ENSG00000143179	UCK2	ENSPKIP00000030385	ENSPKIG00000011255	UCK2
ENSP00000318264	ENSG00000115459	ELMOD3	ENSPKIP00000014564	ENSPKIG00000001597	elmod3
ENSP00000613017	ENSG00000121481	RNF2	ENSPKIP00000021551	ENSPKIG00000005901	rnf2
ENSP00000590411	ENSG00000162735	PEX19	ENSPKIP00000024678	ENSPKIG00000007840	pex19
ENSP00000474487	ENSG00000271601	LIX1L	ENSPKIP00000002785	ENSPKIG00000020538	LIX1L
ENSP00000573058	ENSG00000204859	ZBTB48	ENSPKIP00000024118	ENSPKIG00000007498	zbtb48
ENSP00000574030	ENSG00000115652	UXS1	ENSPKIP00000029005	ENSPKIG00000010421	uxs1
ENSP00000460924	ENSG00000242485	MRPL20	ENSPKIP00000015582	ENSPKIG00000002248	mrpl20
ENSP00000590102	ENSG00000162928	PEX13	ENSPKIP00000017539	ENSPKIG00000003409	pex13
ENSP00000572665	ENSG00000168397	ATG4B	ENSPKIP00000016602	ENSPKIG00000002856	atg4b
ENSP00000355536	ENSG00000116984	MTR	ENSPKIP00000015457	ENSPKIG00000002127	mtr
ENSP00000355870	ENSG00000136630	HLX	ENSPKIP00000003499	ENSPKIG00000020979	hlx1
ENSP00000356404	ENSG00000162630	B3GALT2	ENSPKIP00000041795	ENSPKIG00000018205	b3galt2
ENSP00000785511	ENSG00000171103	TRMT61B	ENSPKIP00000006847	ENSPKIG00000022965	trmt61b
ENSP00000375946	ENSG00000163499	CRYBA2	ENSPKIP00000030732	ENSPKIG00000011485	CRYBA2
ENSP00000355167	ENSG00000143452	HORMAD1	ENSPKIP00000029654	ENSPKIG00000010817	hormad1
ENSP00000497569	ENSG00000117593	DARS2	ENSPKIP00000022719	ENSPKIG00000006591	dars2
ENSP00000621691	ENSG00000180902	D2HGDH	ENSPKIP00000036560	ENSPKIG00000015069	d2hgdh
ENSP00000519481	ENSG00000156966	B3GNT7	ENSPKIP00000016234	ENSPKIG00000002643	b3gnt7
ENSP00000295049	ENSG00000162944	RFTN2	ENSPKIP00000033267	ENSPKIG00000013039	rftn2
ENSP00000688704	ENSG00000135930	EIF4E2	ENSPKIP00000035455	ENSPKIG00000014411	eif4e2
ENSP00000244221	ENSG00000124374	PAIP2B	ENSPKIP00000006207	ENSPKIG00000022573	paip2b
ENSP00000572852	ENSG00000075426	FOSL2	ENSPKIP00000006235	ENSPKIG00000022592	fosl2
ENSP00000403683	ENSG00000173559	NABP1	ENSPKIP00000031744	ENSPKIG00000012112	nabp1a
ENSP00000508876	ENSG00000197780	TAF13	ENSPKIP00000037238	ENSPKIG00000015501	taf13
ENSP00000495619	ENSG00000163161	ERCC3	ENSPKIP00000014245	ENSPKIG00000001319	ercc3
ENSP00000581959	ENSG00000189339	SLC35E2B	ENSPKIP00000032490	ENSPKIG00000012570	si:ch73-236j9.2
ENSP00000359157	ENSG00000122477	LRRC39	ENSPKIP00000014508	ENSPKIG00000001544	lrrc39
ENSP00000794658	ENSG00000127837	AAMP	ENSPKIP00000000127	ENSPKIG00000018913	aamp
ENSP00000741560	ENSG00000116809	ZBTB17	ENSPKIP00000029602	ENSPKIG00000010773	
ENSP00000604718	ENSG00000018699	TTC27	ENSPKIP00000026949	ENSPKIG00000009196	ttc27
ENSP00000559827	ENSG00000151689	INPP1	ENSPKIP00000036987	ENSPKIG00000015353	INPP1
ENSP00000538515	ENSG00000160783	PMF1	ENSPKIP00000013956	ENSPKIG00000001164	si:dkey-6i22.5
ENSP00000501211	ENSG00000144406	UNC80	ENSPKIP00000039309	ENSPKIG00000016630	unc80
ENSP00000604308	ENSG00000168288	MMADHC	ENSPKIP00000018357	ENSPKIG00000003948	mmadhcb
ENSP00000356988	ENSG00000158793	NIT1	ENSPKIP00000039005	ENSPKIG00000016558	nit1
ENSP00000547572	ENSG00000162391	FAM151A	ENSPKIP00000028247	ENSPKIG00000009966	fam151a
ENSP00000432172	ENSG00000159588	CCDC17	ENSPKIP00000006424	ENSPKIG00000022711	
ENSP00000667683	ENSG00000137944	KYAT3	ENSPKIP00000032989	ENSPKIG00000012863	kyat3.1
ENSP00000709777	ENSG00000122085	MTERF4	ENSPKIP00000036092	ENSPKIG00000014785	mterf4
ENSP00000642005	ENSG00000136732	GYPC	ENSPKIP00000025817	ENSPKIG00000008545	gypc
ENSP00000623461	ENSG00000115561	CHMP3	ENSPKIP00000011437	ENSPKIG00000018528	chmp3
ENSP00000395249	ENSG00000144567	RETREG2	ENSPKIP00000016690	ENSPKIG00000002909	
ENSP00000568577	ENSG00000144485	HES6	ENSPKIP00000022236	ENSPKIG00000006326	hes6
ENSP00000572227	ENSG00000132196	HSD17B7	ENSPKIP00000000046	ENSPKIG00000018855	hsd17b7
ENSP00000346340	ENSG00000198612	COPS8	ENSPKIP00000031001	ENSPKIG00000011676	cops8
ENSP00000648449	ENSG00000183386	FHL3	ENSPKIP00000013331	ENSPKIG00000000805	fhl3b
ENSP00000304147	ENSG00000172428	COPS9	ENSPKIP00000034634	ENSPKIG00000013891	cops9
ENSP00000639184	ENSG00000121775	TMEM39B	ENSPKIP00000030931	ENSPKIG00000011617	tmem39b
ENSP00000364986	ENSG00000116771	AGMAT	ENSPKIP00000025754	ENSPKIG00000008505	agmat
ENSP00000541420	ENSG00000023909	GCLM	ENSPKIP00000023001	ENSPKIG00000006800	gclm
ENSP00000533943	ENSG00000125459	MSTO1	ENSPKIP00000033049	ENSPKIG00000012900	msto1
ENSP00000389087	ENSG00000124357	NAGK	ENSPKIP00000006152	ENSPKIG00000022542	nagk
ENSP00000272797	ENSG00000213160	KLHL23	ENSPKIP00000023225	ENSPKIG00000006936	klhl23
ENSP00000380254	ENSG00000218739	CEBPZOS	ENSPKIP00000007234	ENSPKIG00000023212	CEBPZOS
ENSP00000799638	ENSG00000126698	DNAJC8	ENSPKIP00000023830	ENSPKIG00000007311	dnajc8
ENSP00000359034	ENSG00000143107	FNDC7	ENSPKIP00000019623	ENSPKIG00000004693	FNDC7
ENSP00000629750	ENSG00000182827	ACBD3	ENSPKIP00000022100	ENSPKIG00000006236	acbd3
ENSP00000561323	ENSG00000189409	MMP23B	ENSPKIP00000032562	ENSPKIG00000012616	MMP23B
ENSP00000596612	ENSG00000239779	WBP1	ENSPKIP00000030918	ENSPKIG00000011613	
ENSP00000296096	ENSG00000163792	TCF23	ENSPKIP00000036514	ENSPKIG00000015058	tcf23
ENSP00000567351	ENSG00000168758	SEMA4C	ENSPKIP00000029961	ENSPKIG00000011012	sema4c
ENSP00000500930	ENSG00000117598	PLPPR5	ENSPKIP00000024878	ENSPKIG00000007935	plppr5b
ENSP00000536292	ENSG00000131778	CHD1L	ENSPKIP00000005560	ENSPKIG00000022166	chd1l
ENSP00000522143	ENSG00000115919	KYNU	ENSPKIP00000031630	ENSPKIG00000012039	KYNU
ENSP00000355273	ENSG00000144057	ST6GAL2	ENSPKIP00000031150	ENSPKIG00000011732	ST6GAL2
ENSP00000263655	ENSG00000119865	CNRIP1	ENSPKIP00000020095	ENSPKIG00000005004	cnrip1a
ENSP00000323837	ENSG00000163798	SLC4A1AP	ENSPKIP00000006473	ENSPKIG00000022736	slc4a1ap
ENSP00000315702	ENSG00000115540	MOB4	ENSPKIP00000013087	ENSPKIG00000000644	mob4
ENSP00000408527	ENSG00000239605	STPG4	ENSPKIP00000004622	ENSPKIG00000021652	si:ch211-93n23.7
ENSP00000557883	ENSG00000213699	SLC35F6	ENSPKIP00000003537	ENSPKIG00000020998	slc35f6
ENSP00000258083	ENSG00000135617	PRADC1	ENSPKIP00000000777	ENSPKIG00000019327	PRADC1
ENSP00000238738	ENSG00000119729	RHOQ	ENSPKIP00000005013	ENSPKIG00000021865	rhoq
