Dre Gene ID	Dre Protein ID	Dre Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSDARP00000078311	ENSDARG00000059923	slc25a47a	ENSEEEP00000037630	ENSEEEG00000017903	slc25a47b
ENSDARP00000106111	ENSDARG00000091557	mmp19	ENSEEEP00000018357	ENSEEEG00000009012	MMP19
ENSDARP00000069025	ENSDARG00000052642	shisa9b	ENSEEEP00000002008	ENSEEEG00000001247	shisa9b
ENSDARP00000108197	ENSDARG00000010160	rps15a	ENSEEEP00000020178	ENSEEEG00000009852	RPS15A
ENSDARP00000118446	ENSDARG00000091631	si:ch211-197h24.6	ENSEEEP00000016360	ENSEEEG00000008099	si:ch211-197h24.6
ENSDARP00000071098	ENSDARG00000054433	yipf6	ENSEEEP00000059008	ENSEEEG00000025624	YIPF6
ENSDARP00000146738	ENSDARG00000046098	ebp	ENSEEEP00000058285	ENSEEEG00000028440	ebp
ENSDARP00000067385	ENSDARG00000045853	rad51ap1	ENSEEEP00000064068	ENSEEEG00000026514	RAD51AP1
ENSDARP00000124457	ENSDARG00000077264	wdr43	ENSEEEP00000042291	ENSEEEG00000019967	wdr43
ENSDARP00000045478	ENSDARG00000036505	syt4	ENSEEEP00000010669	ENSEEEG00000005405	SYT4
ENSDARP00000134971	ENSDARG00000104914	muc5f	ENSEEEP00000007512	ENSEEEG00000003927	muc5f
ENSDARP00000069254	ENSDARG00000052842	ppifb	ENSEEEP00000033095	ENSEEEG00000015747	ppifb
ENSDARP00000126473	ENSDARG00000042857	si:ch211-246m6.4	ENSEEEP00000061662	ENSEEEG00000029046	si:ch211-246m6.4
ENSDARP00000109950	ENSDARG00000004636	ccdc9	ENSEEEP00000001726	ENSEEEG00000001107	CCDC9
ENSDARP00000128488	ENSDARG00000054055	ostn	ENSEEEP00000003224	ENSEEEG00000001814	OSTN
ENSDARP00000121717	ENSDARG00000092954	mrpl34	ENSEEEP00000016600	ENSEEEG00000008221	MRPL34
ENSDARP00000052403	ENSDARG00000011851	map2k5	ENSEEEP00000042756	ENSEEEG00000020174	MAP2K5
ENSDARP00000032448	ENSDARG00000026577	cdk2	ENSEEEP00000018427	ENSEEEG00000009035	CDK2
ENSDARP00000073209	ENSDARG00000056277	or92a7	ENSEEEP00000059201	ENSEEEG00000028102	
ENSDARP00000120348	ENSDARG00000031348	mc5ra	ENSEEEP00000000125	ENSEEEG00000000087	mc5ra
ENSDARP00000031737	ENSDARG00000035338	tppp2	ENSEEEP00000037332	ENSEEEG00000017746	TPPP2
ENSDARP00000140728	ENSDARG00000102463	cox18	ENSEEEP00000033530	ENSEEEG00000015947	COX18
ENSDARP00000118058	ENSDARG00000043285	zbtb21	ENSEEEP00000058688	ENSEEEG00000024821	ZBTB21
ENSDARP00000071623	ENSDARG00000054878	six2b	ENSEEEP00000035813	ENSEEEG00000017047	six2b
ENSDARP00000018567	ENSDARG00000009771	ppme1	ENSEEEP00000010268	ENSEEEG00000005198	PPME1
ENSDARP00000031650	ENSDARG00000045592	tnni2a.1	ENSEEEP00000014842	ENSEEEG00000007391	tnni2a.1
ENSDARP00000115065	ENSDARG00000087198	cthrc1a	ENSEEEP00000000159	ENSEEEG00000000121	cthrc1a
ENSDARP00000038349	ENSDARG00000021547	vrk2	ENSEEEP00000034644	ENSEEEG00000016477	VRK2
ENSDARP00000028718	ENSDARG00000026183	polr2eb	ENSEEEP00000048765	ENSEEEG00000022939	POLR2E
ENSDARP00000128017	ENSDARG00000068719	gmnc	ENSEEEP00000003226	ENSEEEG00000001815	GMNC
ENSDARP00000122385	ENSDARG00000038228	selenow2a	ENSEEEP00000003425	ENSEEEG00000001911	selenow2a
ENSDARP00000124383	ENSDARG00000005841	tnni2a.2	ENSEEEP00000014846	ENSEEEG00000007393	tnni2a.2
ENSDARP00000003498	ENSDARG00000007885	fancl	ENSEEEP00000034734	ENSEEEG00000016481	FANCL
ENSDARP00000111270	ENSDARG00000068431	si:ch211-195h23.3	ENSEEEP00000042850	ENSEEEG00000020214	
ENSDARP00000106121	ENSDARG00000043287	atg101	ENSEEEP00000028962	ENSEEEG00000013894	ATG101
ENSDARP00000124648	ENSDARG00000002720	utp15	ENSEEEP00000013899	ENSEEEG00000006901	UTP15
ENSDARP00000089830	ENSDARG00000068478	gpx4a	ENSEEEP00000060574	ENSEEEG00000025118	gpx4a
ENSDARP00000006492	ENSDARG00000020363	snrnp25	ENSEEEP00000002015	ENSEEEG00000001253	SNRNP25
ENSDARP00000062934	ENSDARG00000042877	heca	ENSEEEP00000052589	ENSEEEG00000024632	HECA
ENSDARP00000122101	ENSDARG00000068919	rad51c	ENSEEEP00000004238	ENSEEEG00000002237	RAD51C
ENSDARP00000056004	ENSDARG00000038386	ascl1a	ENSEEEP00000029004	ENSEEEG00000013916	ascl1a
ENSDARP00000055128	ENSDARG00000037835	polr3k	ENSEEEP00000002017	ENSEEEG00000001255	POLR3K
ENSDARP00000012236	ENSDARG00000071694	ndc80	ENSEEEP00000016121	ENSEEEG00000007974	NDC80
ENSDARP00000065168	ENSDARG00000044381	siah2l	ENSEEEP00000055353	ENSEEEG00000026150	siah2l
ENSDARP00000113359	ENSDARG00000039082	zgc:123010	ENSEEEP00000006177	ENSEEEG00000003295	zgc:123010
ENSDARP00000142682	ENSDARG00000105529	vgf	ENSEEEP00000024340	ENSEEEG00000011800	vgf
ENSDARP00000128464	ENSDARG00000076118	cdip1	ENSEEEP00000002018	ENSEEEG00000001256	CDIP1
ENSDARP00000117758	ENSDARG00000076066	marchf6	ENSEEEP00000020467	ENSEEEG00000009679	march6
ENSDARP00000152546	ENSDARG00000007818	palm1b	ENSEEEP00000014350	ENSEEEG00000007134	palm1b
ENSDARP00000105649	ENSDARG00000013307	rpl19	ENSEEEP00000047910	ENSEEEG00000022557	RPL19
ENSDARP00000132213	ENSDARG00000101160	apoa4a	ENSEEEP00000013259	ENSEEEG00000006630	apoa4a
ENSDARP00000127769	ENSDARG00000059473	kank4	ENSEEEP00000022089	ENSEEEG00000010736	
ENSDARP00000136600	ENSDARG00000102934	noa1	ENSEEEP00000033493	ENSEEEG00000015923	NOA1
ENSDARP00000139497	ENSDARG00000104138	igfbp7	ENSEEEP00000058158	ENSEEEG00000028650	IGFBP7
ENSDARP00000034094	ENSDARG00000013771	ctss2.2	ENSEEEP00000000183	ENSEEEG00000000099	ctss2.1
ENSDARP00000142664	ENSDARG00000105549	ric3a	ENSEEEP00000041646	ENSEEEG00000019701	
ENSDARP00000135314	ENSDARG00000034504	lmo1	ENSEEEP00000029719	ENSEEEG00000014227	LMO1
ENSDARP00000124289	ENSDARG00000040253	onecutl	ENSEEEP00000000083	ENSEEEG00000000053	onecutl
ENSDARP00000152526	ENSDARG00000078824	si:ch211-66e2.3	ENSEEEP00000007426	ENSEEEG00000003900	
ENSDARP00000020703	ENSDARG00000015460	racgap1	ENSEEEP00000052088	ENSEEEG00000024429	RACGAP1
ENSDARP00000128257	ENSDARG00000011581	si:dkey-23k10.5	ENSEEEP00000040498	ENSEEEG00000019183	
ENSDARP00000151595	ENSDARG00000091579	si:ch211-66e2.5	ENSEEEP00000007429	ENSEEEG00000003902	si:ch211-66e2.5
ENSDARP00000100321	ENSDARG00000008155	sms	ENSEEEP00000010457	ENSEEEG00000005205	SMS
ENSDARP00000115010	ENSDARG00000020594	txlnba	ENSEEEP00000052584	ENSEEEG00000024629	TXLNB
ENSDARP00000018669	ENSDARG00000009273	ppm1da	ENSEEEP00000001732	ENSEEEG00000001109	ppm1da
ENSDARP00000019981	ENSDARG00000012871	npepl1	ENSEEEP00000037398	ENSEEEG00000017768	NPEPL1
ENSDARP00000007655	ENSDARG00000010270	fezf1	ENSEEEP00000040749	ENSEEEG00000019314	FEZF1
ENSDARP00000093629	ENSDARG00000051756	pdhx	ENSEEEP00000056405	ENSEEEG00000012283	PDHX
ENSDARP00000098731	ENSDARG00000075677	mrpl17	ENSEEEP00000043274	ENSEEEG00000020440	MRPL17
ENSDARP00000014473	ENSDARG00000017811	si:ch211-210c8.6	ENSEEEP00000052094	ENSEEEG00000024433	si:ch211-210c8.6
ENSDARP00000142210	ENSDARG00000101235	ccdc166	ENSEEEP00000010713	ENSEEEG00000005423	CCDC166
ENSDARP00000082836	ENSDARG00000075159	meltf	ENSEEEP00000032069	ENSEEEG00000015295	MELTF
ENSDARP00000141067	ENSDARG00000003219	bin2a	ENSEEEP00000052095	ENSEEEG00000024435	bin2a
ENSDARP00000156490	ENSDARG00000042508	ubr3	ENSEEEP00000051851	ENSEEEG00000024324	UBR3
ENSDARP00000142911	ENSDARG00000056803	ap1s1	ENSEEEP00000024359	ENSEEEG00000011803	AP1S1
ENSDARP00000104898	ENSDARG00000089791	slc25a32a	ENSEEEP00000000189	ENSEEEG00000000143	slc25a32a
ENSDARP00000095054	ENSDARG00000070809	znf516	ENSEEEP00000011163	ENSEEEG00000005662	ZNF516
ENSDARP00000058523	ENSDARG00000032237	anapc4	ENSEEEP00000043742	ENSEEEG00000020673	ANAPC4
ENSDARP00000117939	ENSDARG00000044365	angptl3	ENSEEEP00000022613	ENSEEEG00000010983	ANGPTL3
ENSDARP00000071885	ENSDARG00000055120	ctsba	ENSEEEP00000041174	ENSEEEG00000019435	ctsba
ENSDARP00000098102	ENSDARG00000077870	taf9	ENSEEEP00000044384	ENSEEEG00000020968	taf9
ENSDARP00000101307	ENSDARG00000075798	usp38	ENSEEEP00000011714	ENSEEEG00000005893	USP38
ENSDARP00000073367	ENSDARG00000056414	usp1	ENSEEEP00000022615	ENSEEEG00000010984	USP1
ENSDARP00000051711	ENSDARG00000027612	gatad1	ENSEEEP00000055908	ENSEEEG00000028057	GATAD1
ENSDARP00000071046	ENSDARG00000006497	rtn1a	ENSEEEP00000009492	ENSEEEG00000004842	rtn1a
ENSDARP00000128143	ENSDARG00000079024	rps6kl1	ENSEEEP00000019001	ENSEEEG00000009318	TCP11L2
ENSDARP00000113033	ENSDARG00000037476	sorbs3	ENSEEEP00000014665	ENSEEEG00000007295	SORBS3
ENSDARP00000112207	ENSDARG00000088708	ngfra	ENSEEEP00000003427	ENSEEEG00000001912	ngfra
ENSDARP00000103607	ENSDARG00000078674	hspb9	ENSEEEP00000012556	ENSEEEG00000006305	HSPB9
ENSDARP00000041364	ENSDARG00000033971	prrx1a	ENSEEEP00000041746	ENSEEEG00000019743	prrx1a
ENSDARP00000041069	ENSDARG00000032319	mest	ENSEEEP00000022878	ENSEEEG00000011050	MEST
ENSDARP00000111169	ENSDARG00000090468	ppp1r3aa	ENSEEEP00000058498	ENSEEEG00000028850	ppp1r3aa
ENSDARP00000138483	ENSDARG00000100242	dph5	ENSEEEP00000059104	ENSEEEG00000015348	DPH5
ENSDARP00000091516	ENSDARG00000040991	cttnbp2	ENSEEEP00000045720	ENSEEEG00000021553	CTTNBP2
ENSDARP00000070419	ENSDARG00000053833	mtnr1ba	ENSEEEP00000047081	ENSEEEG00000022162	mtnr1ba
ENSDARP00000011360	ENSDARG00000013453	tdrd9	ENSEEEP00000009511	ENSEEEG00000004853	TDRD9
ENSDARP00000139304	ENSDARG00000099281	si:dkey-112e7.2	ENSEEEP00000019273	ENSEEEG00000009440	
ENSDARP00000136060	ENSDARG00000101029	si:ch73-347e22.4	ENSEEEP00000013152	ENSEEEG00000006609	MTUS1
ENSDARP00000091972	ENSDARG00000007175	recql	ENSEEEP00000029189	ENSEEEG00000013926	RECQL
ENSDARP00000009453	ENSDARG00000007279	yipf5	ENSEEEP00000060740	ENSEEEG00000026665	YIPF5
ENSDARP00000118467	ENSDARG00000074223	mdfic	ENSEEEP00000019294	ENSEEEG00000009447	MDFIC
ENSDARP00000154984	ENSDARG00000029069	tnni2a.4	ENSEEEP00000057531	ENSEEEG00000007412	tnni2a.4
ENSDARP00000128446	ENSDARG00000097855	si:ch211-3o3.9	ENSEEEP00000049354	ENSEEEG00000023192	C2orf88
ENSDARP00000061496	ENSDARG00000041960	olfm4.2	ENSEEEP00000018996	ENSEEEG00000009313	si:ch211-173a9.6
ENSDARP00000108040	ENSDARG00000053449	pyya	ENSEEEP00000012554	ENSEEEG00000006303	pyya
ENSDARP00000063250	ENSDARG00000043081	ctsz	ENSEEEP00000037434	ENSEEEG00000017784	CTSZ
ENSDARP00000093185	ENSDARG00000006251	ell2	ENSEEEP00000062257	ENSEEEG00000015017	ELL2
ENSDARP00000126780	ENSDARG00000043445	si:ch211-152f2.3	ENSEEEP00000059660	ENSEEEG00000028290	IFNGR1
ENSDARP00000133853	ENSDARG00000102004	apoea	ENSEEEP00000013154	ENSEEEG00000006610	apoea
ENSDARP00000090326	ENSDARG00000068755	exosc8	ENSEEEP00000012421	ENSEEEG00000006234	EXOSC8
ENSDARP00000128190	ENSDARG00000039661	slc36a4	ENSEEEP00000047085	ENSEEEG00000022164	SLC36A4
ENSDARP00000021751	ENSDARG00000014333	ormdl1	ENSEEEP00000063216	ENSEEEG00000025803	ORMDL1
ENSDARP00000001250	ENSDARG00000000476	pms1	ENSEEEP00000049387	ENSEEEG00000023210	PMS1
ENSDARP00000055261	ENSDARG00000037916	cdk5r1a	ENSEEEP00000004564	ENSEEEG00000002382	cdk5r1a
ENSDARP00000091365	ENSDARG00000069242	pdia5	ENSEEEP00000039776	ENSEEEG00000018531	PDIA5
ENSDARP00000009601	ENSDARG00000020102	kctd16b	ENSEEEP00000011607	ENSEEEG00000005840	kctd16b
ENSDARP00000129760	ENSDARG00000097824	smco4	ENSEEEP00000000153	ENSEEEG00000000116	SMCO4
ENSDARP00000134816	ENSDARG00000089767	rnf130	ENSEEEP00000012804	ENSEEEG00000006432	RNF130
ENSDARP00000049587	ENSDARG00000036140	crybgx	ENSEEEP00000042805	ENSEEEG00000020190	crybgx
ENSDARP00000124877	ENSDARG00000088342	tmem145	ENSEEEP00000043269	ENSEEEG00000020438	TMEM145
ENSDARP00000109526	ENSDARG00000090036	rhobtb3	ENSEEEP00000031394	ENSEEEG00000015022	si:dkey-6b12.5
ENSDARP00000080080	ENSDARG00000060633	usp16	ENSEEEP00000000553	ENSEEEG00000000398	USP16
ENSDARP00000037864	ENSDARG00000028106	glrx	ENSEEEP00000031392	ENSEEEG00000015018	GLRX
ENSDARP00000017792	ENSDARG00000017445	eif3i	ENSEEEP00000017887	ENSEEEG00000008829	EIF3I
ENSDARP00000046715	ENSDARG00000030905	cited2	ENSEEEP00000052580	ENSEEEG00000024628	CITED2
ENSDARP00000016699	ENSDARG00000017708	lrrc40	ENSEEEP00000032056	ENSEEEG00000015284	LRRC40
ENSDARP00000109981	ENSDARG00000052617	raver1	ENSEEEP00000010275	ENSEEEG00000005206	raver1
ENSDARP00000070635	ENSDARG00000054032	rab24	ENSEEEP00000053281	ENSEEEG00000029044	RAB24
ENSDARP00000146310	ENSDARG00000068480	map7d2a	ENSEEEP00000036598	ENSEEEG00000017379	
ENSDARP00000067993	ENSDARG00000051816	aass	ENSEEEP00000040717	ENSEEEG00000019065	AASS
ENSDARP00000137960	ENSDARG00000102602	si:ch211-220m17.4	ENSEEEP00000027723	ENSEEEG00000013348	GUCA2A
ENSDARP00000034858	ENSDARG00000024598	homezb	ENSEEEP00000011665	ENSEEEG00000005864	homezb
ENSDARP00000098661	ENSDARG00000079399	si:ch211-132p1.2	ENSEEEP00000012809	ENSEEEG00000006434	F2RL3
ENSDARP00000020383	ENSDARG00000002174	itfg2	ENSEEEP00000039039	ENSEEEG00000018530	ITFG2
ENSDARP00000147428	ENSDARG00000069031	plac8l1	ENSEEEP00000057701	ENSEEEG00000005844	PLAC8L1
ENSDARP00000031354	ENSDARG00000022570	nmur3	ENSEEEP00000027719	ENSEEEG00000013329	nmur3
ENSDARP00000122762	ENSDARG00000005865	or91a1	ENSEEEP00000035266	ENSEEEG00000016776	
ENSDARP00000083040	ENSDARG00000073899	nemp1	ENSEEEP00000009837	ENSEEEG00000005008	NEMP1
ENSDARP00000078719	ENSDARG00000060072	abi3a	ENSEEEP00000012540	ENSEEEG00000006294	abi3a
ENSDARP00000114378	ENSDARG00000092970	tmsb2	ENSEEEP00000005344	ENSEEEG00000002797	tmsb2
ENSDARP00000126723	ENSDARG00000091150	mki67	ENSEEEP00000062859	ENSEEEG00000027477	mki67
ENSDARP00000132954	ENSDARG00000101061	eif2a	ENSEEEP00000058297	ENSEEEG00000023596	EIF2A
ENSDARP00000097730	ENSDARG00000073686	heatr6	ENSEEEP00000040647	ENSEEEG00000019241	HEATR6
ENSDARP00000025069	ENSDARG00000004470	prkcsh	ENSEEEP00000010594	ENSEEEG00000005274	PRKCSH
ENSDARP00000109547	ENSDARG00000087625	olfm4.1	ENSEEEP00000018990	ENSEEEG00000009311	si:ch211-173a9.6
ENSDARP00000021861	ENSDARG00000021097	nelfcd	ENSEEEP00000037614	ENSEEEG00000017805	NELFCD
ENSDARP00000103616	ENSDARG00000075854	gjb10	ENSEEEP00000042305	ENSEEEG00000019979	cx34.4
ENSDARP00000073803	ENSDARG00000056795	serpine1	ENSEEEP00000024365	ENSEEEG00000011813	SERPINE1
ENSDARP00000117673	ENSDARG00000077291	rps2	ENSEEEP00000055663	ENSEEEG00000004527	RPS2
ENSDARP00000070784	ENSDARG00000054152	nmbr	ENSEEEP00000052578	ENSEEEG00000024627	NMBR
ENSDARP00000062916	ENSDARG00000042866	gjb3	ENSEEEP00000042308	ENSEEEG00000019981	cx35.4
ENSDARP00000100294	ENSDARG00000079985	nrip2	ENSEEEP00000058753	ENSEEEG00000028191	NRIP2
ENSDARP00000129230	ENSDARG00000053311	tespa1	ENSEEEP00000044609	ENSEEEG00000021066	tespa1
ENSDARP00000092713	ENSDARG00000115234	crygm2b	ENSEEEP00000008491	ENSEEEG00000004245	
ENSDARP00000069975	ENSDARG00000053455	dnaaf19	ENSEEEP00000012539	ENSEEEG00000006293	CCDC103
ENSDARP00000124281	ENSDARG00000012640	cideb	ENSEEEP00000011666	ENSEEEG00000005866	CIDEB
ENSDARP00000112446	ENSDARG00000016871	smarce1	ENSEEEP00000004536	ENSEEEG00000002366	SMARCE1
ENSDARP00000098546	ENSDARG00000079816	rhbdd3	ENSEEEP00000026212	ENSEEEG00000012673	RHBDD3
ENSDARP00000119186	ENSDARG00000062430	gpd2	ENSEEEP00000058614	ENSEEEG00000022777	gpd2
ENSDARP00000068744	ENSDARG00000052408	mgat2	ENSEEEP00000025039	ENSEEEG00000012150	MGAT2
ENSDARP00000060443	ENSDARG00000041232	rps29	ENSEEEP00000025040	ENSEEEG00000012151	RPS29
ENSDARP00000133281	ENSDARG00000102690	rims2b	ENSEEEP00000000277	ENSEEEG00000000197	
ENSDARP00000090111	ENSDARG00000038432	actr10	ENSEEEP00000025280	ENSEEEG00000012261	ACTR10
ENSDARP00000120338	ENSDARG00000019113	mob3a	ENSEEEP00000036971	ENSEEEG00000017559	MOB3A
ENSDARP00000093211	ENSDARG00000070029	ehhadh	ENSEEEP00000043590	ENSEEEG00000020602	EHHADH
ENSDARP00000016128	ENSDARG00000017982	cyp39a1	ENSEEEP00000040565	ENSEEEG00000019215	cyp39a1
ENSDARP00000014696	ENSDARG00000006011	klhl42	ENSEEEP00000039030	ENSEEEG00000018526	KLHL42
ENSDARP00000127405	ENSDARG00000021869	rcan2	ENSEEEP00000040572	ENSEEEG00000019217	RCAN2
ENSDARP00000069977	ENSDARG00000053457	rpl23	ENSEEEP00000012535	ENSEEEG00000006287	RPL23
ENSDARP00000120953	ENSDARG00000078658	supt20	ENSEEEP00000013126	ENSEEEG00000006261	supt20
ENSDARP00000061333	ENSDARG00000041870	ift172	ENSEEEP00000040670	ENSEEEG00000019225	IFT172
ENSDARP00000093124	ENSDARG00000020834	si:dkey-230p4.1	ENSEEEP00000045243	ENSEEEG00000021351	si:dkey-230p4.1
ENSDARP00000094231	ENSDARG00000070471	tarbp2	ENSEEEP00000044607	ENSEEEG00000021065	TARBP2
ENSDARP00000056088	ENSDARG00000089966	si:zfos-1505d6.3	ENSEEEP00000061303	ENSEEEG00000026106	zp2l2
ENSDARP00000075713	ENSDARG00000058409	hce2l1	ENSEEEP00000045196	ENSEEEG00000021252	hce2l1
ENSDARP00000069981	ENSDARG00000053460	si:dkey-283b1.7	ENSEEEP00000056400	ENSEEEG00000006286	si:dkey-283b1.7
ENSDARP00000122495	ENSDARG00000076119	emid1	ENSEEEP00000034050	ENSEEEG00000016222	COL26A1
ENSDARP00000041841	ENSDARG00000028889	ndufb10	ENSEEEP00000008740	ENSEEEG00000004530	NDUFB10
ENSDARP00000129769	ENSDARG00000038768	mrpl12	ENSEEEP00000030738	ENSEEEG00000014709	MRPL12
ENSDARP00000023892	ENSDARG00000002215	rtca	ENSEEEP00000032142	ENSEEEG00000015293	RTCA
ENSDARP00000076602	ENSDARG00000078328	sec22a	ENSEEEP00000039796	ENSEEEG00000018870	SEC22A
ENSDARP00000115692	ENSDARG00000054137	adgrg6	ENSEEEP00000052573	ENSEEEG00000024625	adgrg6
ENSDARP00000119793	ENSDARG00000004925	immp2l	ENSEEEP00000045984	ENSEEEG00000021665	IMMP2L
ENSDARP00000121032	ENSDARG00000020960	hgs	ENSEEEP00000030647	ENSEEEG00000013851	HGS
ENSDARP00000146885	ENSDARG00000013732	vta1	ENSEEEP00000052574	ENSEEEG00000024626	VTA1
ENSDARP00000150921	ENSDARG00000021135	dhrs4	ENSEEEP00000058326	ENSEEEG00000005869	dhrs4
ENSDARP00000156407	ENSDARG00000060758	nphs1	ENSEEEP00000037025	ENSEEEG00000017583	NPHS1
ENSDARP00000113476	ENSDARG00000054473	tinf2	ENSEEEP00000011667	ENSEEEG00000005867	TINF2
ENSDARP00000106477	ENSDARG00000030153	gnptab	ENSEEEP00000038991	ENSEEEG00000018468	THOP1
ENSDARP00000140381	ENSDARG00000102975	nsg2	ENSEEEP00000006999	ENSEEEG00000003688	NSG2
ENSDARP00000157053	ENSDARG00000069003	pcyox1l	ENSEEEP00000029645	ENSEEEG00000014195	PCYOX1L
ENSDARP00000062115	ENSDARG00000042357	cldnk	ENSEEEP00000052791	ENSEEEG00000025211	cldnk
ENSDARP00000021426	ENSDARG00000008732	zgc:66479	ENSEEEP00000044605	ENSEEEG00000021063	zgc:66479
ENSDARP00000066998	ENSDARG00000045563	washc3	ENSEEEP00000059782	ENSEEEG00000028806	WASHC3
ENSDARP00000016139	ENSDARG00000002168	tra2b	ENSEEEP00000010168	ENSEEEG00000005158	tra2b
ENSDARP00000144854	ENSDARG00000052215	btr02	ENSEEEP00000028775	ENSEEEG00000013827	btr02
ENSDARP00000066996	ENSDARG00000045561	dram1	ENSEEEP00000038995	ENSEEEG00000018502	DRAM1
ENSDARP00000017428	ENSDARG00000019038	sgsm3	ENSEEEP00000016974	ENSEEEG00000007892	SGSM3
ENSDARP00000128949	ENSDARG00000086228	si:dkey-120c6.5	ENSEEEP00000028764	ENSEEEG00000013822	si:dkey-120c6.5
ENSDARP00000010750	ENSDARG00000002128	cwf19l1	ENSEEEP00000039020	ENSEEEG00000018510	CWF19L1
ENSDARP00000087775	ENSDARG00000009242	fev	ENSEEEP00000011649	ENSEEEG00000005856	FEV
ENSDARP00000074070	ENSDARG00000026986	rexo1	ENSEEEP00000062598	ENSEEEG00000006048	REXO1
ENSDARP00000111335	ENSDARG00000041925	cryba2b	ENSEEEP00000011642	ENSEEEG00000005855	cryba2b
ENSDARP00000010074	ENSDARG00000009074	cbr4	ENSEEEP00000062756	ENSEEEG00000028424	CBR4
ENSDARP00000036330	ENSDARG00000027079	znf804a	ENSEEEP00000054146	ENSEEEG00000026087	ZNF804A
ENSDARP00000093162	ENSDARG00000070011	hce2l2	ENSEEEP00000045001	ENSEEEG00000021234	hce2l2
ENSDARP00000093207	ENSDARG00000070028	tmem41aa	ENSEEEP00000043591	ENSEEEG00000020605	tmem41aa
ENSDARP00000132661	ENSDARG00000087633	si:dkey-11o18.5	ENSEEEP00000031679	ENSEEEG00000015137	
ENSDARP00000123606	ENSDARG00000008218	znf410	ENSEEEP00000025452	ENSEEEG00000012352	ZNF410
ENSDARP00000148726	ENSDARG00000096755	si:ch211-202p1.5	ENSEEEP00000052572	ENSEEEG00000024624	si:ch211-202p1.5
ENSDARP00000118967	ENSDARG00000019950	carf	ENSEEEP00000040236	ENSEEEG00000019076	CARF
ENSDARP00000124085	ENSDARG00000095897	atp5f1e	ENSEEEP00000039845	ENSEEEG00000018891	atp5f1e
ENSDARP00000002844	ENSDARG00000005191	ahcy	ENSEEEP00000040072	ENSEEEG00000018907	AHCY
ENSDARP00000017897	ENSDARG00000016255	chmp4ba	ENSEEEP00000039855	ENSEEEG00000018896	chmp4ba
ENSDARP00000033355	ENSDARG00000012222	nup35	ENSEEEP00000045540	ENSEEEG00000021491	NUP35
ENSDARP00000098491	ENSDARG00000076401	cacng3b	ENSEEEP00000038163	ENSEEEG00000018137	cacng3b
ENSDARP00000118006	ENSDARG00000021252	cct6a	ENSEEEP00000040645	ENSEEEG00000019256	cct6a
ENSDARP00000017582	ENSDARG00000015889	zc3h15	ENSEEEP00000023327	ENSEEEG00000011268	ZC3H15
ENSDARP00000114828	ENSDARG00000000369	prkag3b	ENSEEEP00000040109	ENSEEEG00000018996	prkag3b
ENSDARP00000093768	ENSDARG00000037919	rbbp6	ENSEEEP00000038174	ENSEEEG00000018142	RBBP6
ENSDARP00000107366	ENSDARG00000041904	ankzf1	ENSEEEP00000044976	ENSEEEG00000021231	ankzf1
ENSDARP00000070414	ENSDARG00000053831	vtnb	ENSEEEP00000040316	ENSEEEG00000019111	vtnb
ENSDARP00000113461	ENSDARG00000009839	fam117bb	ENSEEEP00000059330	ENSEEEG00000028767	fam117bb
ENSDARP00000104431	ENSDARG00000073935	wnt6b	ENSEEEP00000011991	ENSEEEG00000006046	wnt6b
ENSDARP00000135865	ENSDARG00000079688	tnrc6a	ENSEEEP00000055521	ENSEEEG00000006322	TNRC6A
ENSDARP00000100167	ENSDARG00000077858	asip1	ENSEEEP00000056387	ENSEEEG00000029128	asip1
ENSDARP00000069494	ENSDARG00000053047	eif2s2	ENSEEEP00000040115	ENSEEEG00000019016	EIF2S2
ENSDARP00000012558	ENSDARG00000014915	ndufab1b	ENSEEEP00000012603	ENSEEEG00000006323	ndufab1b
ENSDARP00000005740	ENSDARG00000020122	endou2	ENSEEEP00000062353	ENSEEEG00000009993	endou2
ENSDARP00000114964	ENSDARG00000070057	si:dkey-69o16.5	ENSEEEP00000061116	ENSEEEG00000026345	si:dkey-69o16.5
ENSDARP00000093072	ENSDARG00000095070	cd28	ENSEEEP00000058426	ENSEEEG00000024675	CD28
ENSDARP00000113540	ENSDARG00000060192	rpusd1	ENSEEEP00000012604	ENSEEEG00000006324	RPUSD1
ENSDARP00000058564	ENSDARG00000040039	pttg1ipb	ENSEEEP00000044640	ENSEEEG00000021079	PTTG1IP
ENSDARP00000127802	ENSDARG00000074362	zgc:165582	ENSEEEP00000028739	ENSEEEG00000013810	si:dkey-88e12.3
ENSDARP00000059326	ENSDARG00000040538	spsb4b	ENSEEEP00000037133	ENSEEEG00000017639	spsb4b
ENSDARP00000078434	ENSDARG00000059972	raly	ENSEEEP00000040130	ENSEEEG00000019028	RALY
ENSDARP00000121571	ENSDARG00000007171	aig1	ENSEEEP00000052570	ENSEEEG00000024622	AIG1
ENSDARP00000005680	ENSDARG00000017155	wnt10a	ENSEEEP00000011949	ENSEEEG00000005863	WNT10A
ENSDARP00000127393	ENSDARG00000041944	adat2	ENSEEEP00000052567	ENSEEEG00000024621	ADAT2
ENSDARP00000117870	ENSDARG00000002877	reps1	ENSEEEP00000036741	ENSEEEG00000017424	REPS1
ENSDARP00000102874	ENSDARG00000078602	ptger1c	ENSEEEP00000063044	ENSEEEG00000028032	ptger1c
