Hsa Gene ID	Hsa Protein ID	Hsa Gene Name	Eel Gene ID	Eel Protein ID	Eel Gene Name
ENSP00000361060	ENSG00000085998	POMGNT1	ENSEEEP00000018428	ENSEEEG00000008842	POMGNT1
ENSP00000423933	ENSG00000138050	THUMPD2	ENSEEEP00000016482	ENSEEEG00000008167	THUMPD2
ENSP00000236980	ENSG00000118246	FASTKD2	ENSEEEP00000006637	ENSEEEG00000003518	FASTKD2
ENSP00000532930	ENSG00000163818	LZTFL1	ENSEEEP00000016291	ENSEEEG00000008058	LZTFL1
ENSP00000585164	ENSG00000144554	FANCD2	ENSEEEP00000060908	ENSEEEG00000024447	FANCD2
ENSP00000364699	ENSG00000204370	SDHD	ENSEEEP00000056213	ENSEEEG00000026227	sdhdb
ENSP00000418690	ENSG00000152904	GGPS1	ENSEEEP00000019017	ENSEEEG00000009330	GGPS1
ENSP00000551205	ENSG00000163444	TMEM183A	ENSEEEP00000039100	ENSEEEG00000018570	TMEM183A
ENSP00000513706	ENSG00000072756	TRNT1	ENSEEEP00000007833	ENSEEEG00000004093	TRNT1
ENSP00000373354	ENSG00000170364	SETMAR	ENSEEEP00000020205	ENSEEEG00000009866	setmar
ENSP00000556554	ENSG00000196660	SLC30A10	ENSEEEP00000024105	ENSEEEG00000011694	SLC30A10
ENSP00000379047	ENSG00000164051	CCDC51	ENSEEEP00000050252	ENSEEEG00000023629	CCDC51
ENSP00000290663	ENSG00000159479	MED8	ENSEEEP00000061015	ENSEEEG00000008607	MED8
ENSP00000563898	ENSG00000173409	ARV1	ENSEEEP00000008436	ENSEEEG00000004401	ARV1
ENSP00000712733	ENSG00000174606	ANGEL2	ENSEEEP00000053936	ENSEEEG00000023512	angel2
ENSP00000355896	ENSG00000092969	TGFB2	ENSEEEP00000014870	ENSEEEG00000007403	TGFB2
ENSP00000641638	ENSG00000034971	MYOC	ENSEEEP00000024521	ENSEEEG00000011890	MYOC
ENSP00000501561	ENSG00000181722	ZBTB20	ENSEEEP00000056237	ENSEEEG00000028252	ZBTB20
ENSP00000308727	ENSG00000173705	SUSD5	ENSEEEP00000029000	ENSEEEG00000013911	SUSD5
ENSP00000341940	ENSG00000182533	CAV3	ENSEEEP00000061098	ENSEEEG00000027286	CAV3
ENSP00000341422	ENSG00000178467	P4HTM	ENSEEEP00000060095	ENSEEEG00000026843	P4HTM
ENSP00000376272	ENSG00000163918	RFC4	ENSEEEP00000002918	ENSEEEG00000001660	RFC4
ENSP00000234195	ENSG00000115841	RMDN2	ENSEEEP00000009034	ENSEEEG00000004655	RMDN2
ENSP00000314807	ENSG00000196083	IL1RAP	ENSEEEP00000046437	ENSEEEG00000021864	
ENSP00000568318	ENSG00000211460	TSN	ENSEEEP00000025314	ENSEEEG00000012274	TSN
ENSP00000387216	ENSG00000221823	PPP3R1	ENSEEEP00000063765	ENSEEEG00000028649	ppp3r1b
ENSP00000238831	ENSG00000119820	YIPF4	ENSEEEP00000019695	ENSEEEG00000009641	YIPF4
ENSP00000358149	ENSG00000178096	BOLA1	ENSEEEP00000033637	ENSEEEG00000016007	BOLA1
ENSP00000360065	ENSG00000152763	DNAI4	ENSEEEP00000031966	ENSEEEG00000015253	wdr78
ENSP00000380054	ENSG00000144597	EAF1	ENSEEEP00000016558	ENSEEEG00000008203	EAF1
ENSP00000360913	ENSG00000132122	SPATA6	ENSEEEP00000003068	ENSEEEG00000001740	SPATA6
ENSP00000295414	ENSG00000163249	CCNYL1	ENSEEEP00000040050	ENSEEEG00000018984	ccnyl1
ENSP00000530038	ENSG00000163848	ZNF148	ENSEEEP00000023141	ENSEEEG00000011219	ZNF148
ENSP00000344235	ENSG00000188542	DUSP28	ENSEEEP00000062912	ENSEEEG00000027953	dusp28
ENSP00000315137	ENSG00000163082	SGPP2	ENSEEEP00000000794	ENSEEEG00000000542	SGPP2
ENSP00000537298	ENSG00000196872	CRACDL	ENSEEEP00000043174	ENSEEEG00000020389	
ENSP00000596011	ENSG00000143971	ETAA1	ENSEEEP00000022373	ENSEEEG00000010867	etaa1b
ENSP00000390595	ENSG00000198369	SPRED2	ENSEEEP00000031682	ENSEEEG00000015133	spred2b
ENSP00000378568	ENSG00000116754	SRSF11	ENSEEEP00000006389	ENSEEEG00000003391	SRSF11
ENSP00000258105	ENSG00000204822	MRPL53	ENSEEEP00000031528	ENSEEEG00000015084	mrpl53
ENSP00000612490	ENSG00000138029	HADHB	ENSEEEP00000059098	ENSEEEG00000001287	HADHB
ENSP00000577182	ENSG00000114383	TUSC2	ENSEEEP00000005335	ENSEEEG00000002790	tusc2b
ENSP00000417559	ENSG00000169251	NMD3	ENSEEEP00000025609	ENSEEEG00000012422	NMD3
ENSP00000290541	ENSG00000159377	PSMB4	ENSEEEP00000029274	ENSEEEG00000014026	PSMB4
ENSP00000415536	ENSG00000163882	POLR2H	ENSEEEP00000026444	ENSEEEG00000012795	POLR2H
ENSP00000362807	ENSG00000162517	PEF1	ENSEEEP00000032819	ENSEEEG00000015634	PEF1
ENSP00000491030	ENSG00000151967	SCHIP1	ENSEEEP00000057871	ENSEEEG00000012624	schip1
ENSP00000358320	ENSG00000121851	POLR3GL	ENSEEEP00000047480	ENSEEEG00000022342	polr3gla
ENSP00000232905	ENSG00000114784	EIF1B	ENSEEEP00000020220	ENSEEEG00000009871	EIF1B
ENSP00000325978	ENSG00000114248	LRRC31	ENSEEEP00000063000	ENSEEEG00000027042	LRRC31
ENSP00000569302	ENSG00000152492	CCDC50	ENSEEEP00000048302	ENSEEEG00000022747	ccdc187
ENSP00000284320	ENSG00000154174	TOMM70	ENSEEEP00000057393	ENSEEEG00000005859	tomm70a
ENSP00000328287	ENSG00000164068	RNF123	ENSEEEP00000020983	ENSEEEG00000010227	RNF123
ENSP00000534382	ENSG00000032389	EIPR1	ENSEEEP00000017745	ENSEEEG00000008763	EIPR1
ENSP00000530409	ENSG00000168883	USP39	ENSEEEP00000009182	ENSEEEG00000004583	USP39
ENSP00000518857	ENSG00000116212	LRRC42	ENSEEEP00000016570	ENSEEEG00000008211	LRRC42
ENSP00000355968	ENSG00000170385	SLC30A1	ENSEEEP00000006029	ENSEEEG00000003208	slc30a1b
ENSP00000418232	ENSG00000010322	NISCH	ENSEEEP00000016297	ENSEEEG00000008053	NISCH
ENSP00000639523	ENSG00000154783	FGD5	ENSEEEP00000062737	ENSEEEG00000026050	fgd5a
ENSP00000792234	ENSG00000162368	CMPK1	ENSEEEP00000021157	ENSEEEG00000010315	CMPK1
ENSP00000360281	ENSG00000021852	C8B	ENSEEEP00000002028	ENSEEEG00000001143	C8B
ENSP00000319006	ENSG00000177352	CCDC71	ENSEEEP00000015881	ENSEEEG00000007849	si:dkeyp-87e7.4
ENSP00000582580	ENSG00000163512	AZI2	ENSEEEP00000029575	ENSEEEG00000014169	AZI2
ENSP00000336750	ENSG00000119760	SUPT7L	ENSEEEP00000012322	ENSEEEG00000006198	SUPT7L
ENSP00000258302	ENSG00000135824	RGS8	ENSEEEP00000053089	ENSEEEG00000007073	RGS8
ENSP00000777847	ENSG00000144040	SFXN5	ENSEEEP00000047962	ENSEEEG00000022594	sfxn5b
ENSP00000406052	ENSG00000162782	TDRD5	ENSEEEP00000035634	ENSEEEG00000016967	tdrd5
ENSP00000574580	ENSG00000088543	C3orf18	ENSEEEP00000013419	ENSEEEG00000006722	C3orf18
ENSP00000414635	ENSG00000171757	LRRC34	ENSEEEP00000046912	ENSEEEG00000022083	LRRC34
ENSP00000618226	ENSG00000144747	TMF1	ENSEEEP00000023842	ENSEEEG00000011481	TMF1
ENSP00000481680	ENSG00000144362	PHOSPHO2	ENSEEEP00000009799	ENSEEEG00000004987	PHOSPHO2
ENSP00000377428	ENSG00000206530	CFAP44	ENSEEEP00000047172	ENSEEEG00000022202	
ENSP00000635162	ENSG00000138036	DYNC2LI1	ENSEEEP00000015332	ENSEEEG00000007621	DYNC2LI1
ENSP00000694761	ENSG00000143409	MINDY1	ENSEEEP00000050844	ENSEEEG00000023882	MINDY1
ENSP00000627178	ENSG00000153093	ACOXL	ENSEEEP00000046216	ENSEEEG00000021767	ACOXL
ENSP00000323076	ENSG00000178057	NDUFAF3	ENSEEEP00000047232	ENSEEEG00000022233	NDUFAF3
ENSP00000444081	ENSG00000138068	SULT6B1	ENSEEEP00000012860	ENSEEEG00000006457	SULT6B1
ENSP00000319464	ENSG00000178772	CPN2	ENSEEEP00000051632	ENSEEEG00000024242	zgc:153913
ENSP00000370997	ENSG00000150873	CIMIP5	ENSEEEP00000048854	ENSEEEG00000022977	si:dkey-18j18.3
ENSP00000792136	ENSG00000168874	ATOH8	ENSEEEP00000022774	ENSEEEG00000011043	ATOH8
ENSP00000385887	ENSG00000144504	ANKMY1	ENSEEEP00000034890	ENSEEEG00000016596	ankmy1
ENSP00000364240	ENSG00000162543	UBXN10	ENSEEEP00000003282	ENSEEEG00000001848	UBXN10
ENSP00000478645	ENSG00000163596	ICA1L	ENSEEEP00000047759	ENSEEEG00000022479	ical1
ENSP00000580632	ENSG00000082996	RNF13	ENSEEEP00000058474	ENSEEEG00000003638	RNF13
ENSP00000264254	ENSG00000115539	PDCL3	ENSEEEP00000005385	ENSEEEG00000002819	PDCL3
ENSP00000608520	ENSG00000071082	RPL31	ENSEEEP00000013055	ENSEEEG00000006570	RPL31
ENSP00000504065	ENSG00000158864	NDUFS2	ENSEEEP00000013170	ENSEEEG00000006464	NDUFS2
ENSP00000498719	ENSG00000215717	TMEM167B	ENSEEEP00000014151	ENSEEEG00000007027	TMEM167B
ENSP00000545916	ENSG00000169599	NFU1	ENSEEEP00000010831	ENSEEEG00000005486	NFU1
ENSP00000618036	ENSG00000116918	TSNAX	ENSEEEP00000046461	ENSEEEG00000021878	tsnax
ENSP00000778510	ENSG00000144339	TMEFF2	ENSEEEP00000002876	ENSEEEG00000001626	tmeff2a
ENSP00000588183	ENSG00000163666	HESX1	ENSEEEP00000021880	ENSEEEG00000010630	HESX1
ENSP00000624613	ENSG00000196455	PIK3R4	ENSEEEP00000049058	ENSEEEG00000023049	PIK3R4
ENSP00000552590	ENSG00000114107	CEP70	ENSEEEP00000044067	ENSEEEG00000020827	CEP70
ENSP00000677880	ENSG00000134330	IAH1	ENSEEEP00000035579	ENSEEEG00000016945	IAH1
ENSP00000362965	ENSG00000169403	PTAFR	ENSEEEP00000013299	ENSEEEG00000006662	ptafr
ENSP00000380605	ENSG00000150551	LYPD1	ENSEEEP00000034803	ENSEEEG00000016555	LYPD1
ENSP00000626732	ENSG00000085760	MTIF2	ENSEEEP00000011792	ENSEEEG00000005929	MTIF2
ENSP00000789703	ENSG00000172936	MYD88	ENSEEEP00000022749	ENSEEEG00000011032	MYD88
ENSP00000419465	ENSG00000018408	WWTR1	ENSEEEP00000055895	ENSEEEG00000025193	WWTR1
ENSP00000347224	ENSG00000159592	GPBP1L1	ENSEEEP00000022414	ENSEEEG00000010882	GPBP1L1
ENSP00000565796	ENSG00000221955	SLC12A8	ENSEEEP00000023144	ENSEEEG00000011224	SLC12A8
ENSP00000758391	ENSG00000151665	PIGF	ENSEEEP00000035669	ENSEEEG00000016985	PIGF
ENSP00000413017	ENSG00000160050	CCDC28B	ENSEEEP00000048708	ENSEEEG00000022918	CCDC28B
ENSP00000359160	ENSG00000122435	TRMT13	ENSEEEP00000032042	ENSEEEG00000015286	TRMT13
ENSP00000311684	ENSG00000072195	SPEG	ENSEEEP00000043464	ENSEEEG00000020543	spegb
ENSP00000544164	ENSG00000144837	PLA1A	ENSEEEP00000018963	ENSEEEG00000009299	pla1a
ENSP00000577403	ENSG00000163687	DNASE1L3	ENSEEEP00000027691	ENSEEEG00000013340	DNASE1L3
ENSP00000310332	ENSG00000174013	FBXO45	ENSEEEP00000061804	ENSEEEG00000028872	FBXO45
ENSP00000551724	ENSG00000174891	RSRC1	ENSEEEP00000060476	ENSEEEG00000026232	RSRC1
ENSP00000548354	ENSG00000144320	LNPK	ENSEEEP00000046524	ENSEEEG00000021914	LNPK
ENSP00000624095	ENSG00000174151	CYB561D1	ENSEEEP00000019841	ENSEEEG00000009710	CYB561D1
ENSP00000294454	ENSG00000162461	SLC25A34	ENSEEEP00000047121	ENSEEEG00000022181	SLC25A34
ENSP00000624353	ENSG00000163468	CCT3	ENSEEEP00000058607	ENSEEEG00000016899	CCT3
ENSP00000362936	ENSG00000180098	TRNAU1AP	ENSEEEP00000015997	ENSEEEG00000007920	trnau1apb
ENSP00000355827	ENSG00000143756	FBXO28	ENSEEEP00000055851	ENSEEEG00000028644	FBXO28
ENSP00000768801	ENSG00000170860	LSM3	ENSEEEP00000050120	ENSEEEG00000023576	LSM3
ENSP00000611443	ENSG00000197885	NKIRAS1	ENSEEEP00000048467	ENSEEEG00000022812	NKIRAS1
ENSP00000307004	ENSG00000169621	APLF	ENSEEEP00000062379	ENSEEEG00000025194	zgc:165656
ENSP00000564991	ENSG00000175105	ZNF654	ENSEEEP00000027317	ENSEEEG00000013179	znf654
ENSP00000527661	ENSG00000132323	ILKAP	ENSEEEP00000060094	ENSEEEG00000022049	ILKAP
ENSP00000569539	ENSG00000176261	ZBTB8OS	ENSEEEP00000059327	ENSEEEG00000012215	ZBTB8OS
ENSP00000419413	ENSG00000114098	ARMC8	ENSEEEP00000039279	ENSEEEG00000018647	ARMC8
ENSP00000356096	ENSG00000196550	FAM72A	ENSEEEP00000062456	ENSEEEG00000026441	FAM72B
ENSP00000684551	ENSG00000122176	FMOD	ENSEEEP00000037771	ENSEEEG00000017956	fmoda
ENSP00000592658	ENSG00000132768	DPH2	ENSEEEP00000052606	ENSEEEG00000024646	DPH2
ENSP00000566928	ENSG00000151353	TMEM18	ENSEEEP00000006650	ENSEEEG00000003529	TMEM18
ENSP00000554024	ENSG00000144021	CIAO1	ENSEEEP00000020834	ENSEEEG00000010156	CIAO1
ENSP00000272164	ENSG00000143816	WNT9A	ENSEEEP00000038669	ENSEEEG00000018353	WNT9A
ENSP00000420161	ENSG00000121578	B4GALT4	ENSEEEP00000032693	ENSEEEG00000015583	B4GALT4
ENSP00000308976	ENSG00000174453	VWC2L	ENSEEEP00000049243	ENSEEEG00000023140	VWC2L
ENSP00000379739	ENSG00000197429	IPP	ENSEEEP00000004892	ENSEEEG00000002551	IPP
ENSP00000428067	ENSG00000163635	ATXN7	ENSEEEP00000016276	ENSEEEG00000008049	ATXN7
ENSP00000608021	ENSG00000136522	MRPL47	ENSEEEP00000033106	ENSEEEG00000015753	MRPL47
ENSP00000578342	ENSG00000138030	KHK	ENSEEEP00000027809	ENSEEEG00000013382	KHK
ENSP00000561132	ENSG00000116977	LGALS8	ENSEEEP00000032398	ENSEEEG00000015448	lgals8a
ENSP00000795572	ENSG00000115364	MRPL19	ENSEEEP00000064567	ENSEEEG00000025782	MRPL19
ENSP00000421842	ENSG00000129055	ANAPC13	ENSEEEP00000058741	ENSEEEG00000027087	ANAPC13
ENSP00000236959	ENSG00000138363	ATIC	ENSEEEP00000041648	ENSEEEG00000019658	atic
ENSP00000761403	ENSG00000182004	SNRPE	ENSEEEP00000026278	ENSEEEG00000012703	SNRPE
ENSP00000753935	ENSG00000213337	ANKRD39	ENSEEEP00000001375	ENSEEEG00000000908	ANKRD39
ENSP00000263341	ENSG00000125538	IL1B	ENSEEEP00000044701	ENSEEEG00000021108	IL1B
ENSP00000516056	ENSG00000178104	PDE4DIP	ENSEEEP00000057618	ENSEEEG00000027507	si:ch211-242b18.1
ENSP00000417222	ENSG00000153002	CPB1	ENSEEEP00000038815	ENSEEEG00000018415	CPB1
ENSP00000326933	ENSG00000179833	SERTAD2	ENSEEEP00000004988	ENSEEEG00000002596	sertad2b
ENSP00000234111	ENSG00000115758	ODC1	ENSEEEP00000018879	ENSEEEG00000009262	ODC1
ENSP00000775656	ENSG00000125037	EMC3	ENSEEEP00000063416	ENSEEEG00000024412	EMC3
ENSP00000306561	ENSG00000114026	OGG1	ENSEEEP00000000611	ENSEEEG00000000432	OGG1
ENSP00000547993	ENSG00000115947	ORC4	ENSEEEP00000020499	ENSEEEG00000010007	ORC4
ENSP00000339524	ENSG00000169598	DFFB	ENSEEEP00000001228	ENSEEEG00000000834	dffb
ENSP00000315914	ENSG00000008226	DLEC1	ENSEEEP00000061781	ENSEEEG00000019747	pald1a
ENSP00000399679	ENSG00000116690	PRG4	ENSEEEP00000025294	ENSEEEG00000012269	prg4b
ENSP00000709972	ENSG00000175193	PARL	ENSEEEP00000057255	ENSEEEG00000021876	parla
ENSP00000272163	ENSG00000143815	LBR	ENSEEEP00000027176	ENSEEEG00000013109	LBR
ENSP00000559723	ENSG00000084693	AGBL5	ENSEEEP00000043761	ENSEEEG00000020687	AGBL5
ENSP00000326305	ENSG00000178537	SLC25A20	ENSEEEP00000047148	ENSEEEG00000022189	SLC25A20
ENSP00000516727	ENSG00000145016	RUBCN	ENSEEEP00000006878	ENSEEEG00000003632	RUBCN
ENSP00000386371	ENSG00000135960	EDAR	ENSEEEP00000025624	ENSEEEG00000012432	EDAR
ENSP00000404384	ENSG00000144455	SUMF1	ENSEEEP00000021533	ENSEEEG00000010490	SUMF1
ENSP00000588166	ENSG00000095002	MSH2	ENSEEEP00000035660	ENSEEEG00000016977	MSH2
ENSP00000784071	ENSG00000114904	NEK4	ENSEEEP00000010208	ENSEEEG00000005180	NEK4
ENSP00000528290	ENSG00000142892	PIGK	ENSEEEP00000023946	ENSEEEG00000011623	PIGK
ENSP00000507186	ENSG00000088727	KIF9	ENSEEEP00000052599	ENSEEEG00000024642	KIF9
ENSP00000462099	ENSG00000266094	RASSF5	ENSEEEP00000037969	ENSEEEG00000018034	RASSF5
ENSP00000308549	ENSG00000163485	ADORA1	ENSEEEP00000013959	ENSEEEG00000006939	adora1a
ENSP00000263686	ENSG00000174175	SELP	ENSEEEP00000025228	ENSEEEG00000012238	SELP
ENSP00000264255	ENSG00000115514	TXNDC9	ENSEEEP00000007114	ENSEEEG00000003753	TXNDC9
ENSP00000373073	ENSG00000159650	UROC1	ENSEEEP00000063540	ENSEEEG00000010375	UROC1
ENSP00000249501	ENSG00000128710	HOXD10	ENSEEEP00000021322	ENSEEEG00000010388	hoxd10a
ENSP00000607821	ENSG00000163975	MELTF	ENSEEEP00000032069	ENSEEEG00000015295	MELTF
ENSP00000339723	ENSG00000138433	CIRSR	ENSEEEP00000055487	ENSEEEG00000025844	CIR1
ENSP00000534009	ENSG00000117448	AKR1A1	ENSEEEP00000022869	ENSEEEG00000010899	akr1a1b
ENSP00000726026	ENSG00000226124	FTCDNL1	ENSEEEP00000002887	ENSEEEG00000001651	zgc:153901
ENSP00000336528	ENSG00000144852	NR1I2	ENSEEEP00000041060	ENSEEEG00000019417	nr1i2
ENSP00000560094	ENSG00000115307	AUP1	ENSEEEP00000033798	ENSEEEG00000016094	AUP1
ENSP00000356405	ENSG00000134371	CDC73	ENSEEEP00000063553	ENSEEEG00000009502	CDC73
ENSP00000720017	ENSG00000162576	MXRA8	ENSEEEP00000016450	ENSEEEG00000008148	mxra8a
ENSP00000534057	ENSG00000272886	DCP1A	ENSEEEP00000064381	ENSEEEG00000024910	DCP1A
ENSP00000603310	ENSG00000170577	SIX2	ENSEEEP00000014765	ENSEEEG00000007340	six2a
ENSP00000263946	ENSG00000081277	PKP1	ENSEEEP00000014474	ENSEEEG00000007206	pkp1b
ENSP00000391456	ENSG00000138078	PREPL	ENSEEEP00000014780	ENSEEEG00000007357	ANGEL1
ENSP00000358312	ENSG00000131779	PEX11B	ENSEEEP00000064399	ENSEEEG00000024703	PEX11B
ENSP00000350256	ENSG00000173585	CCR9	ENSEEEP00000016283	ENSEEEG00000008055	ccr9b
ENSP00000506896	ENSG00000182923	CEP63	ENSEEEP00000010808	ENSEEEG00000005474	CEP63
ENSP00000493871	ENSG00000204406	MBD5	ENSEEEP00000020547	ENSEEEG00000010030	MBD5
ENSP00000522443	ENSG00000070785	EIF2B3	ENSEEEP00000022382	ENSEEEG00000010870	EIF2B3
ENSP00000417806	ENSG00000168273	UQCC5	ENSEEEP00000011961	ENSEEEG00000006033	SMIM4
ENSP00000295981	ENSG00000163702	IL17RC	ENSEEEP00000053884	ENSEEEG00000025825	
ENSP00000612855	ENSG00000121486	TRMT1L	ENSEEEP00000010112	ENSEEEG00000005125	TRMT1L
ENSP00000721317	ENSG00000160097	FNDC5	ENSEEEP00000037812	ENSEEEG00000017970	fndc5b
ENSP00000790980	ENSG00000173660	UQCRH	ENSEEEP00000059211	ENSEEEG00000006274	uqcrh
ENSP00000615217	ENSG00000115211	EIF2B4	ENSEEEP00000051007	ENSEEEG00000023953	EIF2B4
ENSP00000359935	ENSG00000254685	FPGT	ENSEEEP00000027782	ENSEEEG00000013379	FPGT
ENSP00000696449	ENSG00000143774	GUK1	ENSEEEP00000059332	ENSEEEG00000025734	guk1a
ENSP00000256722	ENSG00000134326	CMPK2	ENSEEEP00000059803	ENSEEEG00000025505	CMPK2
ENSP00000322170	ENSG00000176732	PFN4	ENSEEEP00000008680	ENSEEEG00000004507	si:ch211-175f11.5
ENSP00000512418	ENSG00000131374	TBC1D5	ENSEEEP00000001434	ENSEEEG00000000932	TBC1D5
ENSP00000365767	ENSG00000177000	MTHFR	ENSEEEP00000006129	ENSEEEG00000003273	MTHFR
ENSP00000526609	ENSG00000177674	AGTRAP	ENSEEEP00000027558	ENSEEEG00000013283	AGTRAP
ENSP00000616994	ENSG00000158014	SLC30A2	ENSEEEP00000055960	ENSEEEG00000019909	SLC30A2
ENSP00000599043	ENSG00000163655	GMPS	ENSEEEP00000021613	ENSEEEG00000010080	GMPS
ENSP00000272065	ENSG00000143727	ACP1	ENSEEEP00000012075	ENSEEEG00000006088	ACP1
ENSP00000531716	ENSG00000155636	RBM45	ENSEEEP00000023077	ENSEEEG00000011198	RBM45
ENSP00000249887	ENSG00000129048	ACKR4	ENSEEEP00000016270	ENSEEEG00000008046	ackr4b
ENSP00000582159	ENSG00000134077	THUMPD3	ENSEEEP00000051759	ENSEEEG00000024304	THUMPD3
ENSP00000261015	ENSG00000138442	WDR12	ENSEEEP00000022641	ENSEEEG00000010992	WDR12
ENSP00000362127	ENSG00000188786	MTF1	ENSEEEP00000051153	ENSEEEG00000024015	MTF1
ENSP00000367398	ENSG00000131697	NPHP4	ENSEEEP00000044135	ENSEEEG00000020704	
ENSP00000428585	ENSG00000163866	SMIM12	ENSEEEP00000032817	ENSEEEG00000015632	SMIM12
ENSP00000366641	ENSG00000142583	SLC2A5	ENSEEEP00000030935	ENSEEEG00000014734	SLC2A5
ENSP00000360323	ENSG00000006555	TTC22	ENSEEEP00000031974	ENSEEEG00000015259	TTC22
ENSP00000787231	ENSG00000162496	DHRS3	ENSEEEP00000017231	ENSEEEG00000008526	dhrs3a
ENSP00000563284	ENSG00000154380	ENAH	ENSEEEP00000053907	ENSEEEG00000013106	ENAH
ENSP00000653490	ENSG00000135637	CCDC142	ENSEEEP00000017716	ENSEEEG00000008754	CCDC142
ENSP00000291416	ENSG00000116525	TRIM62	ENSEEEP00000057486	ENSEEEG00000023399	trim62.1
ENSP00000551517	ENSG00000115380	EFEMP1	ENSEEEP00000014302	ENSEEEG00000006965	EFEMP1
ENSP00000766661	ENSG00000178796	RIIAD1	ENSEEEP00000025463	ENSEEEG00000012356	
ENSP00000361895	ENSG00000168389	MFSD2A	ENSEEEP00000009545	ENSEEEG00000004880	MFSD2A
ENSP00000607361	ENSG00000072135	PTPN18	ENSEEEP00000000527	ENSEEEG00000000380	ptpn18
ENSP00000522979	ENSG00000158714	SLAMF8	ENSEEEP00000062341	ENSEEEG00000028048	
ENSP00000368834	ENSG00000119801	YPEL5	ENSEEEP00000015100	ENSEEEG00000007523	YPEL5
ENSP00000776319	ENSG00000132031	MATN3	ENSEEEP00000030001	ENSEEEG00000014383	matn3a
ENSP00000703944	ENSG00000143156	NME7	ENSEEEP00000033429	ENSEEEG00000015806	NME7
ENSP00000304133	ENSG00000171951	SCG2	ENSEEEP00000062028	ENSEEEG00000026501	scg2b
ENSP00000788384	ENSG00000153823	PID1	ENSEEEP00000026408	ENSEEEG00000012781	PID1
ENSP00000619617	ENSG00000163541	SUCLG1	ENSEEEP00000038338	ENSEEEG00000018209	SUCLG1
ENSP00000665965	ENSG00000144579	CTDSP1	ENSEEEP00000043477	ENSEEEG00000020551	CTDSP1
ENSP00000302037	ENSG00000168958	MFF	ENSEEEP00000023227	ENSEEEG00000011261	MFF
ENSP00000498498	ENSG00000158966	CACHD1	ENSEEEP00000064562	ENSEEEG00000006142	CACHD1
ENSP00000355969	ENSG00000198570	RD3	ENSEEEP00000016349	ENSEEEG00000008088	RD3
ENSP00000550089	ENSG00000158716	DUSP23	ENSEEEP00000021203	ENSEEEG00000010336	dusp23b
ENSP00000495867	ENSG00000117523	PRRC2C	ENSEEEP00000056130	ENSEEEG00000011889	PRRC2C
ENSP00000562192	ENSG00000169972	PUSL1	ENSEEEP00000014210	ENSEEEG00000007058	PUSL1
ENSP00000563495	ENSG00000159348	CYB5R1	ENSEEEP00000016604	ENSEEEG00000008213	CYB5R1
ENSP00000295709	ENSG00000163482	STK36	ENSEEEP00000030391	ENSEEEG00000014559	STK36
ENSP00000685419	ENSG00000143952	VPS54	ENSEEEP00000010430	ENSEEEG00000005024	VPS54
ENSP00000318176	ENSG00000180228	PRKRA	ENSEEEP00000023201	ENSEEEG00000011243	prkra
ENSP00000623624	ENSG00000143196	DPT	ENSEEEP00000011596	ENSEEEG00000005835	DPT
ENSP00000356574	ENSG00000116260	QSOX1	ENSEEEP00000055448	ENSEEEG00000025338	QSOX1
ENSP00000585561	ENSG00000143314	MRPL24	ENSEEEP00000050850	ENSEEEG00000023886	MRPL24
ENSP00000338019	ENSG00000135924	DNAJB2	ENSEEEP00000064138	ENSEEEG00000026749	DNAJB2
ENSP00000344411	ENSG00000169962	TAS1R3	ENSEEEP00000049825	ENSEEEG00000023408	TAS1R3
ENSP00000362695	ENSG00000160055	TMEM234	ENSEEEP00000048702	ENSEEEG00000022915	TMEM234
ENSP00000591163	ENSG00000064933	PMS1	ENSEEEP00000049387	ENSEEEG00000023210	PMS1
ENSP00000636232	ENSG00000174950	CD164L2	ENSEEEP00000031610	ENSEEEG00000015119	
ENSP00000463650	ENSG00000265491	RNF115	ENSEEEP00000026850	ENSEEEG00000012963	RNF115
ENSP00000708322	ENSG00000265972	TXNIP	ENSEEEP00000047476	ENSEEEG00000022340	txnipa
ENSP00000354568	ENSG00000137948	BRDT	ENSEEEP00000001191	ENSEEEG00000000807	BRDT
ENSP00000294409	ENSG00000162419	GMEB1	ENSEEEP00000028615	ENSEEEG00000013747	GMEB1
ENSP00000362179	ENSG00000163874	ZC3H12A	ENSEEEP00000032936	ENSEEEG00000015680	ZC3H12A
ENSP00000547287	ENSG00000163586	FABP1	ENSEEEP00000020328	ENSEEEG00000009913	fabp1b.1
ENSP00000618182	ENSG00000115241	PPM1G	ENSEEEP00000031592	ENSEEEG00000015107	PPM1G
ENSP00000499741	ENSG00000118194	TNNT2	ENSEEEP00000057861	ENSEEEG00000023714	tnnt2a
ENSP00000308893	ENSG00000162804	SNED1	ENSEEEP00000055572	ENSEEEG00000005384	SNED1
ENSP00000370214	ENSG00000138092	CENPO	ENSEEEP00000021349	ENSEEEG00000010401	CENPO
ENSP00000368898	ENSG00000163806	SPDYA	ENSEEEP00000042265	ENSEEEG00000019962	SPDYA
ENSP00000549913	ENSG00000142669	SH3BGRL3	ENSEEEP00000017349	ENSEEEG00000008574	SH3BGRL3
ENSP00000355992	ENSG00000009790	TRAF3IP3	ENSEEEP00000033743	ENSEEEG00000016068	
ENSP00000586289	ENSG00000182134	TDRKH	ENSEEEP00000033723	ENSEEEG00000016061	TDRKH
